Method,Episode,Pieces,WallHits,Reward,FixedUpdateCount
PPO,0,0,0,-1,1
PPO,1,13,0,12,1000
PPO,2,14,0,13,2000
PPO,3,13,0,12,3000
PPO,4,3,4,1.2,4000
PPO,5,9,0,8,5000
PPO,6,3,6,0.8,6000
PPO,7,13,0,12,7000
PPO,8,13,0,12,8000
PPO,9,3,3,1.4,9000
PPO,10,15,0,14,10000
PPO,11,14,0,13,11000
PPO,12,15,0,14,12000
PPO,13,13,0,12,13000
PPO,14,13,0,12,14000
PPO,15,3,2,1.6,15000
PPO,16,4,2,2.6,16000
PPO,17,3,0,2,17000
PPO,18,3,0,2,18000
PPO,19,15,0,14,19000
PPO,20,3,2,1.6,20000
PPO,21,4,2,2.6,21000
PPO,22,15,4,13.2,22000
PPO,23,14,2,12.6,23000
PPO,24,4,2,2.6,24000
PPO,25,14,0,13,25000
PPO,26,3,4,1.2,26000
PPO,27,14,0,13,27000
PPO,28,10,0,9,28000
PPO,29,14,4,12.2,29000
PPO,30,15,0,14,30000
PPO,31,9,4,7.2,31000
PPO,32,15,0,14,32000
PPO,33,14,0,13,33000
PPO,34,13,0,12,34000
PPO,35,14,0,13,35000
PPO,36,3,2,1.6,36000
PPO,37,15,0,14,37000
PPO,38,12,0,11,38000
PPO,39,6,7,3.6,39000
PPO,40,15,4,13.2,40000
PPO,41,3,2,1.6,41000
PPO,42,3,3,1.4,42000
PPO,43,5,3,3.4,43000
PPO,44,14,2,12.6,44000
PPO,45,6,0,5,45000
PPO,46,3,2,1.6,46000
PPO,47,3,2,1.6,47000
PPO,48,3,2,1.6,48000
PPO,49,13,2,11.6,49000
PPO,50,13,0,12,50000
PPO,51,3,0,2,51000
PPO,52,15,2,13.6,52000
PPO,53,15,0,14,53000
PPO,54,12,0,11,54000
PPO,55,9,0,8,55000
PPO,56,13,4,11.2,56000
PPO,57,12,0,11,57000
PPO,58,6,0,5,58000
PPO,59,13,4,11.2,59000
PPO,60,5,2,3.6,60000
PPO,61,3,4,1.2,61000
PPO,62,3,0,2,62000
PPO,63,13,2,11.6,63000
PPO,64,14,0,13,64000
PPO,65,5,8,2.4,65000
PPO,66,3,4,1.2,66000
PPO,67,3,2,1.6,67000
PPO,68,4,2,2.6,68000
PPO,69,14,5,12,69000
PPO,70,12,0,11,70000
PPO,71,6,2,4.6,71000
PPO,72,10,0,9,72000
PPO,73,7,4,5.2,73000
PPO,74,15,4,13.2,74000
PPO,75,11,4,9.2,75000
PPO,76,14,0,13,76000
PPO,77,15,2,13.6,77000
PPO,78,3,5,1,78000
PPO,79,12,4,10.2,79000
PPO,80,4,0,3,80000
PPO,81,3,0,2,81000
PPO,82,12,0,11,82000
PPO,83,5,2,3.6,83000
PPO,84,15,0,14,84000
PPO,85,13,0,12,85000
PPO,86,15,0,14,86000
PPO,87,3,0,2,87000
PPO,88,12,2,10.6,88000
PPO,89,12,0,11,89000
PPO,90,14,0,13,90000
PPO,91,4,2,2.6,91000
PPO,92,6,0,5,92000
PPO,93,15,4,13.2,93000
PPO,94,6,0,5,94000
PPO,95,14,4,12.2,95000
PPO,96,3,2,1.6,96000
PPO,97,13,12,9.6,97000
PPO,98,14,3,12.4,98000
PPO,99,8,0,7,99000
PPO,100,15,2,13.6,100000
PPO,101,14,0,13,101000
PPO,102,7,0,6,102000
PPO,103,12,4,10.2,103000
PPO,104,3,0,2,104000
PPO,105,8,2,6.6,105000
PPO,106,3,0,2,106000
PPO,107,14,2,12.6,107000
PPO,108,14,0,13,108000
PPO,109,12,0,11,109000
PPO,110,13,0,12,110000
PPO,111,10,0,9,111000
PPO,112,3,4,1.2,112000
PPO,113,3,0,2,113000
PPO,114,10,0,9,114000
PPO,115,14,0,13,115000
PPO,116,13,4,11.2,116000
PPO,117,3,4,1.2,117000
PPO,118,3,4,1.2,118000
PPO,119,11,0,10,119000
PPO,120,15,2,13.6,120000
PPO,121,3,2,1.6,121000
PPO,122,7,4,5.2,122000
PPO,123,10,0,9,123000
PPO,124,7,3,5.4,124000
PPO,125,3,2,1.6,125000
PPO,126,3,2,1.6,126000
PPO,127,3,4,1.2,127000
PPO,128,7,2,5.6,128000
PPO,129,10,0,9,129000
PPO,130,3,2,1.6,130000
PPO,131,3,2,1.6,131000
PPO,132,12,0,11,132000
PPO,133,14,0,13,133000
PPO,134,15,0,14,134000
PPO,135,3,0,2,135000
PPO,136,9,0,8,136000
PPO,137,3,0,2,137000
PPO,138,14,0,13,138000
PPO,139,3,0,2,139000
PPO,140,14,3,12.4,140000
PPO,141,14,2,12.6,141000
PPO,142,3,6,0.8,142000
PPO,143,13,2,11.6,143000
PPO,144,8,0,7,144000
PPO,145,3,0,2,145000
PPO,146,3,0,2,146000
PPO,147,13,2,11.6,147000
PPO,148,12,0,11,148000
PPO,149,13,0,12,149000
PPO,150,14,0,13,150000
PPO,151,3,0,2,151000
PPO,152,3,4,1.2,152000
PPO,153,3,0,2,153000
PPO,154,12,0,11,154000
PPO,155,5,5,3,155000
PPO,156,12,0,11,156000
PPO,157,12,0,11,157000
PPO,158,3,0,2,158000
PPO,159,3,0,2,159000
PPO,160,3,2,1.6,160000
PPO,161,8,0,7,161000
PPO,162,11,0,10,162000
PPO,163,8,4,6.2,163000
PPO,164,11,2,9.6,164000
PPO,165,13,0,12,165000
PPO,166,3,0,2,166000
PPO,167,14,0,13,167000
PPO,168,14,0,13,168000
PPO,169,8,2,6.6,169000
PPO,170,12,0,11,170000
PPO,171,3,0,2,171000
PPO,172,7,6,4.8,172000
PPO,173,13,2,11.6,173000
PPO,174,3,0,2,174000
PPO,175,13,4,11.2,175000
PPO,176,7,6,4.8,176000
PPO,177,9,0,8,177000
PPO,178,3,0,2,178000
PPO,179,3,2,1.6,179000
PPO,180,14,0,13,180000
PPO,181,15,0,14,181000
PPO,182,3,4,1.2,182000
PPO,183,5,2,3.6,183000
PPO,184,3,0,2,184000
PPO,185,3,2,1.6,185000
PPO,186,10,0,9,186000
PPO,187,13,0,12,187000
PPO,188,8,4,6.2,188000
PPO,189,14,0,13,189000
PPO,190,3,2,1.6,190000
PPO,191,3,4,1.2,191000
PPO,192,3,0,2,192000
PPO,193,3,4,1.2,193000
PPO,194,3,3,1.4,194000
PPO,195,3,2,1.6,195000
PPO,196,7,0,6,196000
PPO,197,14,0,13,197000
PPO,198,3,0,2,198000
PPO,199,3,0,2,199000
PPO,200,3,2,1.6,200000
PPO,201,14,2,12.6,201000
PPO,202,14,2,12.6,202000
PPO,203,3,0,2,203000
PPO,204,3,0,2,204000
PPO,205,4,0,3,205000
PPO,206,6,2,4.6,206000
PPO,207,4,2,2.6,207000
PPO,208,14,0,13,208000
PPO,209,13,0,12,209000
PPO,210,12,6,9.8,210000
PPO,211,3,0,2,211000
PPO,212,3,2,1.6,212000
PPO,213,13,0,12,213000
PPO,214,14,0,13,214000
PPO,215,13,2,11.6,215000
PPO,216,3,2,1.6,216000
PPO,217,13,2,11.6,217000
PPO,218,3,4,1.2,218000
PPO,219,8,0,7,219000
PPO,220,14,2,12.6,220000
PPO,221,14,2,12.6,221000
PPO,222,3,4,1.2,222000
PPO,223,15,0,14,223000
PPO,224,12,0,11,224000
PPO,225,3,0,2,225000
PPO,226,14,6,11.8,226000
PPO,227,3,2,1.6,227000
PPO,228,13,0,12,228000
PPO,229,14,6,11.8,229000
PPO,230,14,0,13,230000
PPO,231,13,0,12,231000
PPO,232,13,2,11.6,232000
PPO,233,3,0,2,233000
PPO,234,3,0,2,234000
PPO,235,14,1,12.8,235000
PPO,236,3,6,0.8,236000
PPO,237,14,0,13,237000
PPO,238,3,0,2,238000
PPO,239,3,2,1.6,239000
PPO,240,5,0,4,240000
PPO,241,14,2,12.6,241000
PPO,242,13,2,11.6,242000
PPO,243,3,0,2,243000
PPO,244,3,2,1.6,244000
PPO,245,16,6,13.8,245000
PPO,246,15,0,14,246000
PPO,247,3,0,2,247000
PPO,248,13,4,11.2,248000
PPO,249,10,0,9,249000
PPO,250,14,0,13,250000
PPO,251,3,4,1.2,251000
PPO,252,3,2,1.6,252000
PPO,253,6,2,4.6,253000
PPO,254,3,2,1.6,254000
PPO,255,13,2,11.6,255000
PPO,256,15,4,13.2,256000
PPO,257,3,0,2,257000
PPO,258,12,2,10.6,258000
PPO,259,3,6,0.8,259000
PPO,260,9,0,8,260000
PPO,261,14,0,13,261000
PPO,262,2,1,0.8,262000
PPO,263,14,2,12.6,263000
PPO,264,3,0,2,264000
PPO,265,13,0,12,265000
PPO,266,3,2,1.6,266000
PPO,267,14,0,13,267000
PPO,268,13,0,12,268000
PPO,269,3,0,2,269000
PPO,270,14,0,13,270000
PPO,271,7,0,6,271000
PPO,272,14,0,13,272000
PPO,273,12,0,11,273000
PPO,274,3,3,1.4,274000
PPO,275,14,2,12.6,275000
PPO,276,14,2,12.6,276000
PPO,277,11,0,10,277000
PPO,278,3,4,1.2,278000
PPO,279,3,2,1.6,279000
PPO,280,14,2,12.6,280000
PPO,281,14,2,12.6,281000
PPO,282,3,0,2,282000
PPO,283,14,0,13,283000
PPO,284,5,8,2.4,284000
PPO,285,3,4,1.2,285000
PPO,286,14,0,13,286000
PPO,287,8,7,5.6,287000
PPO,288,3,0,2,288000
PPO,289,12,0,11,289000
PPO,290,3,2,1.6,290000
PPO,291,3,4,1.2,291000
PPO,292,13,3,11.4,292000
PPO,293,3,0,2,293000
PPO,294,3,0,2,294000
PPO,295,8,6,5.8,295000
PPO,296,3,0,2,296000
PPO,297,15,0,14,297000
PPO,298,15,2,13.6,298000
PPO,299,9,0,8,299000
PPO,300,4,1,2.8,300000
PPO,301,14,2,12.6,301000
PPO,302,11,0,10,302000
PPO,303,15,0,14,303000
PPO,304,3,0,2,304000
PPO,305,3,2,1.6,305000
PPO,306,13,4,11.2,306000
PPO,307,2,1,0.8,307000
PPO,308,3,2,1.6,308000
PPO,309,15,2,13.6,309000
PPO,310,3,0,2,310000
PPO,311,13,0,12,311000
PPO,312,15,3,13.4,312000
PPO,313,3,4,1.2,313000
PPO,314,6,2,4.6,314000
PPO,315,3,5,1,315000
PPO,316,3,2,1.6,316000
PPO,317,3,0,2,317000
PPO,318,5,0,4,318000
PPO,319,4,0,3,319000
PPO,320,3,0,2,320000
PPO,321,16,0,15,321000
PPO,322,4,0,3,322000
PPO,323,11,0,10,323000
PPO,324,14,0,13,324000
PPO,325,3,4,1.2,325000
PPO,326,14,2,12.6,326000
PPO,327,3,6,0.8,327000
PPO,328,12,0,11,328000
PPO,329,3,0,2,329000
