Method,Episode,Pieces,WallHits,Reward,FixedUpdateCount
PPO,0,0,0,-1,1
PPO,1,11,0,10,1000
PPO,2,13,0,12,2000
PPO,3,14,0,13,3000
PPO,4,12,0,11,4000
PPO,5,2,0,1,5000
PPO,6,3,2,1.6,6000
PPO,7,13,0,12,7000
PPO,8,12,0,11,8000
PPO,9,15,0,14,9000
PPO,10,15,0,14,10000
PPO,11,14,0,13,11000
PPO,12,14,0,13,12000
PPO,13,14,0,13,13000
PPO,14,13,0,12,14000
PPO,15,15,2,13.6,15000
PPO,16,14,4,12.2,16000
PPO,17,13,4,11.2,17000
PPO,18,13,4,11.2,18000
PPO,19,15,0,14,19000
PPO,20,13,0,12,20000
PPO,21,14,0,13,21000
PPO,22,14,2,12.6,22000
PPO,23,12,0,11,23000
PPO,24,14,0,13,24000
PPO,25,14,0,13,25000
PPO,26,15,0,14,26000
PPO,27,14,0,13,27000
PPO,28,15,0,14,28000
PPO,29,15,0,14,29000
PPO,30,15,0,14,30000
PPO,31,15,0,14,31000
PPO,32,15,0,14,32000
PPO,33,14,0,13,33000
PPO,34,13,0,12,34000
PPO,35,14,0,13,35000
PPO,36,14,0,13,36000
PPO,37,15,1,13.8,37000
PPO,38,13,0,12,38000
PPO,39,14,0,13,39000
PPO,40,14,0,13,40000
PPO,41,14,0,13,41000
PPO,42,14,0,13,42000
PPO,43,14,6,11.8,43000
PPO,44,16,2,14.6,44000
PPO,45,14,0,13,45000
PPO,46,15,0,14,46000
PPO,47,14,0,13,47000
PPO,48,15,2,13.6,48000
PPO,49,15,4,13.2,49000
PPO,50,15,2,13.6,50000
PPO,51,14,0,13,51000
PPO,52,15,2,13.6,52000
PPO,53,16,0,15,53000
PPO,54,14,0,13,54000
PPO,55,12,0,11,55000
PPO,56,15,0,14,56000
PPO,57,14,0,13,57000
PPO,58,14,0,13,58000
PPO,59,14,3,12.4,59000
PPO,60,14,1,12.8,60000
PPO,61,14,0,13,61000
PPO,62,14,0,13,62000
PPO,63,15,2,13.6,63000
PPO,64,14,4,12.2,64000
PPO,65,14,0,13,65000
PPO,66,14,2,12.6,66000
PPO,67,15,0,14,67000
PPO,68,14,0,13,68000
PPO,69,14,0,13,69000
PPO,70,16,0,15,70000
PPO,71,14,0,13,71000
PPO,72,14,0,13,72000
PPO,73,14,0,13,73000
PPO,74,15,0,14,74000
PPO,75,13,0,12,75000
PPO,76,14,0,13,76000
PPO,77,14,0,13,77000
PPO,78,14,3,12.4,78000
PPO,79,15,0,14,79000
PPO,80,13,0,12,80000
PPO,81,14,2,12.6,81000
PPO,82,14,0,13,82000
PPO,83,15,0,14,83000
PPO,84,15,0,14,84000
PPO,85,13,0,12,85000
PPO,86,15,0,14,86000
PPO,87,14,0,13,87000
PPO,88,14,0,13,88000
PPO,89,10,0,9,89000
PPO,90,14,0,13,90000
PPO,91,15,0,14,91000
PPO,92,14,0,13,92000
PPO,93,15,2,13.6,93000
PPO,94,15,0,14,94000
PPO,95,15,9,12.2,95000
PPO,96,14,2,12.6,96000
PPO,97,15,0,14,97000
PPO,98,14,0,13,98000
PPO,99,15,0,14,99000
PPO,100,14,2,12.6,100000
PPO,101,14,0,13,101000
PPO,102,14,2,12.6,102000
PPO,103,14,2,12.6,103000
PPO,104,14,0,13,104000
PPO,105,15,2,13.6,105000
PPO,106,14,0,13,106000
PPO,107,13,4,11.2,107000
PPO,108,14,0,13,108000
PPO,109,15,0,14,109000
PPO,110,14,6,11.8,110000
PPO,111,13,0,12,111000
PPO,112,14,0,13,112000
PPO,113,14,0,13,113000
PPO,114,15,0,14,114000
PPO,115,14,0,13,115000
PPO,116,14,6,11.8,116000
PPO,117,13,6,10.8,117000
PPO,118,14,0,13,118000
PPO,119,14,0,13,119000
PPO,120,15,0,14,120000
PPO,121,14,0,13,121000
PPO,122,14,2,12.6,122000
PPO,123,14,1,12.8,123000
PPO,124,14,2,12.6,124000
PPO,125,13,0,12,125000
PPO,126,13,2,11.6,126000
PPO,127,15,4,13.2,127000
PPO,128,15,4,13.2,128000
PPO,129,15,0,14,129000
PPO,130,14,0,13,130000
PPO,131,14,0,13,131000
PPO,132,15,0,14,132000
PPO,133,14,0,13,133000
PPO,134,15,0,14,134000
PPO,135,15,0,14,135000
PPO,136,14,0,13,136000
PPO,137,14,0,13,137000
PPO,138,13,0,12,138000
PPO,139,13,0,12,139000
