Episode,Pieces,WallHits,Reward,EpisodeTime,Success
PPO,616,1,11,0,20
PPO,617,1,0,0,20
PPO,618,1,0,0,20
PPO,619,1,0,0,20
PPO,620,1,0,0,20
PPO,621,1,0,0,20
PPO,622,1,0,0,20
PPO,623,1,0,0,20
PPO,624,1,0,0,20
PPO,625,1,0,0,20
PPO,626,1,0,0,20
PPO,627,1,0,0,20
PPO,628,1,4,0,20
PPO,629,1,0,0,20
PPO,630,1,0,0,20
PPO,631,1,0,0,20
PPO,632,1,0,0,20
PPO,633,1,0,0,20
PPO,634,1,0,0,20
PPO,635,1,0,0,20
PPO,636,1,0,0,20
PPO,637,1,0,0,20
PPO,638,1,0,0,20
PPO,639,1,0,0,20
PPO,640,1,0,0,20
PPO,641,1,0,0,20
PPO,642,1,0,0,20
PPO,643,1,0,0,20
PPO,644,1,0,0,20
PPO,645,1,0,0,20
PPO,646,1,0,0,20
PPO,647,1,0,0,20
PPO,648,1,0,0,20
PPO,649,1,0,0,20
PPO,650,1,0,0,20
PPO,651,1,0,0,20
PPO,652,1,0,0,20
PPO,653,1,0,0,20
PPO,654,1,0,0,20
PPO,655,1,0,0,20
PPO,656,1,0,0,20
PPO,657,1,0,0,20
PPO,658,1,0,0,20
PPO,659,1,0,0,20
PPO,660,1,0,0,20
PPO,661,1,0,0,20
PPO,662,1,0,0,20
PPO,663,1,0,0,20
PPO,664,1,0,0,20
PPO,665,1,0,0,20
PPO,666,1,0,0,20
PPO,667,1,0,0,20
PPO,668,1,0,0,20
PPO,669,2,0,0,20
PPO,670,1,0,0,20
PPO,671,1,0,0,20
PPO,672,1,5,0,20
PPO,673,1,0,0,20
PPO,674,1,0,0,20
PPO,675,1,0,0,20
PPO,676,1,0,0,20
PPO,677,1,0,0,20
PPO,678,1,0,0,20
PPO,679,1,0,0,20
PPO,680,1,0,0,20
PPO,681,1,0,0,20
PPO,682,1,0,0,20
PPO,683,1,0,0,20
PPO,684,1,0,0,20
PPO,685,1,0,0,20
PPO,686,1,0,0,20
PPO,687,1,0,0,20
PPO,688,1,0,0,20
PPO,689,1,15,0,20
PPO,690,1,0,0,20
PPO,691,1,2,0,20
PPO,692,1,0,0,19.99902
PPO,693,1,0,0,20
PPO,694,1,0,0,20
PPO,695,1,0,0,20
PPO,696,1,0,0,20
PPO,697,1,0,0,20
PPO,698,1,3,0,20
PPO,699,1,0,0,20
PPO,700,1,2,0,20
PPO,701,1,0,0,20
PPO,702,1,0,0,20
PPO,703,1,0,0,20
PPO,704,1,0,0,20
PPO,705,1,0,0,20
PPO,706,1,0,0,20
PPO,707,1,0,0,20
PPO,708,1,0,0,20
PPO,709,1,0,0,20
PPO,710,1,0,0,20
PPO,711,1,0,0,20
PPO,712,1,0,0,20
PPO,713,1,0,0,20
PPO,714,1,0,0,20
PPO,715,1,0,0,20
PPO,716,1,1,0,20
PPO,717,1,0,0,20
PPO,718,1,0,0,20
PPO,719,1,0,0,20
PPO,720,1,0,0,20
PPO,721,1,0,0,20
PPO,722,1,0,0,20
PPO,723,1,0,0,20
PPO,724,1,0,0,20
PPO,725,1,0,0,20
PPO,726,1,0,0,20
PPO,727,1,0,0,20
PPO,728,1,0,0,20
PPO,729,1,0,0,20
PPO,730,1,0,0,20
PPO,731,1,0,0,20
PPO,732,1,0,0,20
PPO,733,1,1,0,20
PPO,734,1,0,0,20
PPO,735,1,0,0,20
PPO,736,1,0,0,20
PPO,737,1,0,0,20
PPO,738,1,0,0,20
PPO,739,1,0,0,20
PPO,740,1,0,0,20
PPO,741,1,0,0,20
PPO,742,1,0,0,20
PPO,743,1,0,0,20
PPO,744,1,0,0,20
PPO,745,1,0,0,20
PPO,746,1,0,0,20
PPO,747,1,0,0,20
PPO,748,1,0,0,20
PPO,749,1,0,0,20
PPO,750,1,0,0,20
PPO,751,1,0,0,20
PPO,752,1,0,0,20
PPO,753,1,0,0,20
PPO,754,1,0,0,20
PPO,755,1,0,0,20
PPO,756,1,0,0,20
PPO,757,1,0,0,20
PPO,758,1,0,0,20
PPO,759,1,1,0,20
PPO,760,1,0,0,20
PPO,761,1,0,0,20
PPO,762,1,0,0,20
PPO,763,1,0,0,20
PPO,764,1,0,0,20
PPO,765,1,0,0,20
PPO,766,1,0,0,20
PPO,767,1,0,0,20
PPO,768,1,0,0,20
PPO,769,1,0,0,20
PPO,770,1,0,0,20
PPO,771,1,0,0,20
PPO,772,1,0,0,20
PPO,773,1,0,0,20
PPO,774,1,0,0,20
PPO,775,1,0,0,20
PPO,776,1,0,0,20
PPO,777,1,0,0,20
PPO,778,1,0,0,20
PPO,779,1,0,0,20
PPO,780,1,0,0,20
PPO,781,1,0,0,20
PPO,782,1,0,0,20
PPO,783,1,0,0,20
PPO,784,1,0,0,20
PPO,785,1,0,0,20
PPO,786,1,0,0,20
PPO,787,1,0,0,20
PPO,788,1,1,0,20
PPO,789,1,0,0,20
PPO,790,1,0,0,20
PPO,791,1,0,0,20
PPO,792,1,0,0,20
PPO,793,1,0,0,20
PPO,794,1,0,0,20
PPO,795,1,0,0,20
PPO,796,1,0,0,20
PPO,797,1,0,0,20
PPO,798,1,0,0,20
PPO,799,1,0,0,20
PPO,800,1,0,0,20
PPO,801,1,0,0,20
PPO,802,1,6,0,20
PPO,803,1,0,0,20
PPO,804,1,0,0,20
PPO,805,1,0,0,20
PPO,806,1,0,0,20
PPO,807,1,0,0,20
PPO,808,1,0,0,20
PPO,809,1,0,0,20
PPO,810,1,6,0,20
PPO,811,1,4,0,20
PPO,812,1,0,0,20
PPO,813,1,0,0,20
PPO,814,1,0,0,20
PPO,815,1,0,0,20
PPO,816,1,0,0,20
PPO,817,1,0,0,20
PPO,818,1,0,0,20
PPO,819,1,0,0,20
PPO,820,2,0,0,20
PPO,821,1,0,0,20
PPO,822,1,0,0,20
PPO,823,1,0,0,20
PPO,824,1,0,0,20
PPO,825,1,0,0,20
PPO,826,1,0,0,20
PPO,827,1,0,0,20
PPO,828,1,0,0,20
PPO,829,1,0,0,20
PPO,830,1,0,0,20
PPO,831,1,0,0,20
PPO,832,1,0,0,20
PPO,833,1,0,0,20
PPO,834,1,0,0,20
PPO,835,1,0,0,20
PPO,836,1,0,0,20
PPO,837,1,0,0,20
PPO,838,1,0,0,20
PPO,839,1,0,0,20
PPO,840,1,0,0,20
PPO,841,1,0,0,20
PPO,842,1,0,0,20
PPO,843,1,0,0,20
PPO,844,1,0,0,20
PPO,845,1,0,0,20
PPO,846,1,0,0,20
PPO,847,1,0,0,20
PPO,848,1,0,0,20
PPO,849,1,0,0,20
PPO,850,1,1,0,20
PPO,851,1,2,0,20
PPO,852,1,0,0,20
PPO,853,1,0,0,20
PPO,854,1,0,0,20
PPO,855,1,0,0,20
PPO,856,1,0,0,20
PPO,857,1,0,0,20
PPO,858,1,0,0,20
PPO,859,1,0,0,20
PPO,860,1,0,0,20
PPO,861,1,0,0,20
PPO,862,1,0,0,20
PPO,863,1,0,0,20
PPO,864,1,0,0,20
PPO,865,1,0,0,20
PPO,866,1,0,0,20
PPO,867,1,0,0,20
PPO,868,1,0,0,20
PPO,869,1,0,0,20
PPO,870,1,0,0,20
PPO,871,1,0,0,20
PPO,872,1,1,0,20
PPO,873,1,0,0,20
PPO,874,1,0,0,20
PPO,875,2,0,0,20
PPO,876,1,0,0,20
PPO,877,1,6,0,20
PPO,878,1,0,0,20
PPO,879,1,1,0,20
PPO,880,1,0,0,20
PPO,881,1,0,0,20
PPO,882,1,0,0,20
PPO,883,1,0,0,20
PPO,884,1,0,0,20
PPO,885,1,0,0,20
PPO,886,1,2,0,20
PPO,887,1,0,0,20
PPO,888,1,0,0,20
PPO,889,1,0,0,20
PPO,890,1,0,0,20
PPO,891,1,0,0,20
PPO,892,1,4,0,20
PPO,893,1,0,0,20
PPO,894,1,0,0,20
PPO,895,1,0,0,20
PPO,896,1,0,0,20
PPO,897,1,0,0,20
PPO,898,1,0,0,20
PPO,899,1,0,0,19.99805
PPO,900,1,0,0,20
PPO,901,1,0,0,20
PPO,902,1,0,0,20
PPO,903,1,0,0,20
PPO,904,1,0,0,20
PPO,905,1,0,0,20
PPO,906,1,0,0,20
PPO,907,1,0,0,20
PPO,908,2,0,0,20
PPO,909,1,0,0,20
PPO,910,1,0,0,20
PPO,911,1,0,0,20
PPO,912,1,5,0,20
PPO,913,1,0,0,20
PPO,914,1,0,0,20
PPO,915,1,0,0,20
PPO,916,1,0,0,20
PPO,917,1,0,0,20
PPO,918,1,0,0,20
PPO,919,1,0,0,20
PPO,920,1,0,0,20
PPO,921,1,0,0,20
PPO,922,1,0,0,20
PPO,923,1,0,0,20
PPO,924,1,0,0,20
PPO,925,1,0,0,20
PPO,926,1,0,0,20
PPO,927,1,1,0,20
PPO,928,1,0,0,20
PPO,929,1,0,0,20
PPO,930,1,0,0,20
PPO,931,1,0,0,20
PPO,932,1,0,0,20
PPO,933,1,0,0,20
PPO,934,1,0,0,20
PPO,935,1,0,0,20
PPO,936,1,0,0,20
PPO,937,1,0,0,20
PPO,938,1,0,0,20
PPO,939,1,0,0,20
PPO,940,1,0,0,20
PPO,941,1,0,0,20
PPO,942,1,0,0,20
PPO,943,1,0,0,20
PPO,944,1,0,0,20
PPO,945,1,0,0,20
PPO,946,1,0,0,20
PPO,947,1,0,0,20
PPO,948,1,0,0,20
PPO,949,1,0,0,20
PPO,950,1,1,0,20
PPO,951,1,0,0,20
PPO,952,1,0,0,20
PPO,953,1,3,0,20
PPO,954,1,0,0,20
PPO,955,1,0,0,20
PPO,956,1,0,0,20
PPO,957,1,0,0,20
PPO,958,1,0,0,20
PPO,959,1,0,0,20
PPO,960,1,0,0,20
PPO,961,1,0,0,20
PPO,962,1,8,0,20
PPO,963,1,0,0,20
PPO,964,1,0,0,20
PPO,965,1,0,0,20
PPO,966,1,0,0,20
PPO,967,1,0,0,20
PPO,968,1,0,0,20
PPO,969,1,0,0,20
PPO,970,1,0,0,20
PPO,971,2,0,0,20
PPO,972,1,0,0,20
PPO,973,1,0,0,20
PPO,974,1,0,0,20
PPO,975,1,0,0,20
PPO,976,1,0,0,20
PPO,977,1,0,0,20
PPO,978,1,0,0,20
PPO,979,1,0,0,20
PPO,980,1,0,0,20
PPO,981,1,0,0,20
PPO,982,1,0,0,20
PPO,983,1,0,0,20
PPO,984,1,0,0,20
