Method,Episode,Pieces,WallHits,Reward,FixedUpdateCount
NEAT,1,0,0,0,37
NEAT,1,3,0,3,1046
NEAT,2,11,9,9.2,2055
NEAT,3,12,11,9.8,3064
NEAT,4,7,8,5.4,4071
NEAT,5,2,0,2,5075
NEAT,6,2,0,2,6078
NEAT,7,6,6,4.8,7079
NEAT,8,10,8,8.4,8082
NEAT,9,7,5,6,9090
NEAT,10,2,0,2,10094
NEAT,11,13,0,13,11096
NEAT,12,2,0,2,12097
NEAT,13,2,0,2,13097
NEAT,14,8,1,7.8,14099
NEAT,15,13,2,12.6,15101
NEAT,16,13,0,13,16101
NEAT,17,13,3,12.4,17109
NEAT,18,13,2,12.6,18110
NEAT,19,13,1,12.8,19112
NEAT,20,13,3,12.4,20114
NEAT,21,11,6,9.8,21115
NEAT,22,13,0,13,22117
NEAT,23,12,26,6.8,23118
NEAT,24,13,6,11.8,24122
NEAT,25,13,5,12,25122
NEAT,26,13,2,12.6,26124
NEAT,27,4,2,3.6,27124
NEAT,28,12,0,12,28125
NEAT,29,13,0,13,29127
NEAT,30,13,0,13,30129
NEAT,31,14,3,13.4,31130
NEAT,32,13,1,12.8,32131
NEAT,33,13,1,12.8,33131
NEAT,34,12,0,12,34132
NEAT,35,14,2,13.6,35133
NEAT,36,14,9,12.2,36136
NEAT,37,13,0,13,37136
NEAT,38,15,0,15,38137
NEAT,39,14,0,14,39138
NEAT,40,13,0,13,40138
NEAT,41,12,0,12,41139
NEAT,42,13,2,12.6,42140
NEAT,43,13,0,13,43141
NEAT,44,13,0,13,44141
NEAT,45,14,0,14,45145
NEAT,46,13,0,13,46145
NEAT,47,13,0,13,47146
NEAT,48,14,4,13.2,48147
NEAT,49,14,0,14,49148
NEAT,50,5,1,4.8,50150
NEAT,51,13,0,13,51151
NEAT,52,13,1,12.8,52153
NEAT,53,14,0,14,53155
NEAT,54,16,4,15.2,54155
NEAT,55,13,0,13,55156
NEAT,56,11,14,8.2,56157
NEAT,57,13,0,13,57158
NEAT,58,13,0,13,58158
NEAT,59,14,0,14,59158
NEAT,60,13,0,13,60158
NEAT,61,14,0,14,61160
NEAT,62,12,0,12,62161
NEAT,63,13,0,13,63164
NEAT,64,15,6,13.8,64167
NEAT,65,14,0,14,65170
NEAT,66,14,0,14,66171
NEAT,67,12,0,12,67171
NEAT,68,14,13,11.4,68173
NEAT,69,14,0,14,69174
NEAT,70,12,4,11.2,70175
NEAT,71,12,0,12,71176
NEAT,72,14,0,14,72177
NEAT,73,14,1,13.8,73178
NEAT,74,12,0,12,74179
NEAT,75,12,1,11.8,75181
NEAT,76,14,0,14,76182
NEAT,77,12,0,12,77183
NEAT,78,13,0,13,78183
NEAT,79,13,2,12.6,79184
NEAT,80,13,2,12.6,80185
NEAT,81,13,1,12.8,81185
NEAT,82,13,0,13,82186
NEAT,83,14,5,13,83188
NEAT,84,13,0,13,84190
NEAT,85,13,1,12.8,85193
NEAT,86,14,0,14,86195
NEAT,87,14,3,13.4,87197
NEAT,88,13,0,13,88199
NEAT,89,14,5,13,89200
NEAT,90,14,1,13.8,90201
NEAT,91,13,0,13,91201
NEAT,92,14,2,13.6,92201
NEAT,93,13,0,13,93204
NEAT,94,13,1,12.8,94206
NEAT,95,13,0,13,95206
NEAT,96,14,0,14,96208
NEAT,97,13,0,13,97210
NEAT,98,14,4,13.2,98212
NEAT,99,14,1,13.8,99215
NEAT,100,14,10,12,100216
NEAT,101,13,0,13,101219
NEAT,101,12,17,13,101219
