Method,Episode,Pieces,WallHits,Reward,FixedUpdateCount
NEAT,1,0,0,0,254
NEAT,1,16,1,15.8,1257
NEAT,2,14,4,13.2,2261
NEAT,3,15,2,14.6,3263
NEAT,4,16,2,15.6,4263
NEAT,5,14,9,12.2,5268
NEAT,6,15,5,14,6271
NEAT,7,15,2,14.6,7275
NEAT,8,15,0,15,8277
NEAT,9,16,8,14.4,9280
NEAT,10,16,1,15.8,10283
NEAT,11,15,1,14.8,11285
NEAT,12,15,1,14.8,12286
NEAT,13,15,1,14.8,13287
NEAT,14,14,0,14,14288
NEAT,15,15,10,13,15291
NEAT,16,15,5,14,16294
NEAT,17,14,8,12.4,17296
NEAT,18,14,2,13.6,18298
NEAT,19,15,5,14,19302
NEAT,20,15,11,12.8,20304
NEAT,21,15,0,15,21307
NEAT,22,16,2,15.6,22308
NEAT,23,15,5,14,23310
NEAT,24,15,2,14.6,24310
NEAT,25,15,5,14,25312
NEAT,26,15,9,13.2,26315
NEAT,27,15,2,14.6,27315
NEAT,28,16,2,15.6,28318
NEAT,29,16,6,14.8,29322
NEAT,30,16,4,15.2,30324
NEAT,31,16,6,14.8,31324
NEAT,32,16,9,14.2,32324
NEAT,33,15,3,14.4,33327
NEAT,34,14,2,13.6,34328
NEAT,35,16,0,16,35329
NEAT,36,16,2,15.6,36330
NEAT,37,16,7,14.6,37333
NEAT,38,15,2,14.6,38337
NEAT,39,16,12,13.6,39339
NEAT,40,16,2,15.6,40340
NEAT,41,15,14,12.2,41344
NEAT,42,15,7,13.6,42344
NEAT,43,15,4,14.2,43348
NEAT,44,15,12,12.6,44349
NEAT,45,15,3,14.4,45352
NEAT,46,15,20,11,46354
NEAT,47,14,0,14,47359
NEAT,48,15,2,14.6,48360
NEAT,49,15,0,15,49360
NEAT,50,15,5,14,50362
NEAT,51,14,0,14,51365
NEAT,52,15,0,15,52365
NEAT,53,15,4,14.2,53369
NEAT,54,15,2,14.6,54374
NEAT,55,15,2,14.6,55377
NEAT,56,3,0,3,56378
NEAT,57,13,14,10.2,57381
NEAT,58,15,0,15,58381
NEAT,59,15,21,10.8,59386
NEAT,60,15,2,14.6,60388
NEAT,61,13,0,13,61397
NEAT,62,14,0,14,62402
NEAT,63,15,1,14.8,63408
NEAT,64,15,7,13.6,64415
NEAT,65,17,6,15.8,65420
NEAT,66,15,11,12.8,66425
NEAT,67,15,7,13.6,67434
NEAT,68,14,22,9.6,68444
NEAT,69,15,5,14,69448
NEAT,70,13,16,9.8,70450
NEAT,71,14,4,13.2,71454
NEAT,72,13,11,10.8,72462
NEAT,73,15,4,14.2,73471
NEAT,74,16,2,15.6,74478
NEAT,75,14,6,12.8,75485
NEAT,76,15,4,14.2,76493
NEAT,77,13,11,10.8,77497
NEAT,78,15,2,14.6,78506
NEAT,79,14,22,9.6,79507
NEAT,80,15,1,14.8,80516
NEAT,81,15,3,14.4,81524
NEAT,82,15,0,15,82532
NEAT,83,16,14,13.2,83541
NEAT,84,16,0,16,84548
NEAT,85,14,4,13.2,85557
NEAT,86,17,4,16.2,86563
NEAT,87,15,2,14.6,87570
NEAT,88,14,14,11.2,88576
NEAT,89,14,10,12,89576
NEAT,90,15,2,14.6,90582
NEAT,91,15,8,13.4,91587
NEAT,92,15,0,15,92592
NEAT,93,15,2,14.6,93596
NEAT,94,14,4,13.2,94602
NEAT,95,14,16,10.8,95604
NEAT,96,15,9,13.2,96608
NEAT,97,14,0,14,97614
NEAT,98,15,2,14.6,98623
NEAT,99,15,0,15,99628
NEAT,100,16,11,13.8,100636
NEAT,101,11,0,11,101640
NEAT,102,13,7,11.6,102641
NEAT,103,12,9,10.2,103651
NEAT,104,15,0,15,104654
NEAT,105,13,2,12.6,105662
NEAT,106,15,2,14.6,106667
NEAT,107,15,4,14.2,107671
NEAT,108,14,6,12.8,108672
NEAT,109,13,13,10.4,109674
NEAT,110,14,0,14,110684
NEAT,111,13,0,13,111689
NEAT,112,15,5,14,112691
NEAT,113,15,0,15,113692
NEAT,114,16,3,15.4,114701
NEAT,115,15,0,15,115704
NEAT,116,16,0,16,116710
NEAT,117,16,2,15.6,117720
NEAT,118,15,3,14.4,118720
NEAT,119,15,3,14.4,119727
NEAT,120,16,5,15,120731
NEAT,121,15,3,14.4,121732
NEAT,122,15,0,15,122739
NEAT,123,14,7,12.6,123745
NEAT,124,16,3,15.4,124749
NEAT,125,15,4,14.2,125750
NEAT,126,14,9,12.2,126760
NEAT,127,15,2,14.6,127761
NEAT,128,15,1,14.8,128770
NEAT,129,8,11,5.8,129775
NEAT,130,16,8,14.4,130781
NEAT,131,15,6,13.8,131785
NEAT,132,16,1,15.8,132786
NEAT,133,15,0,15,133794
NEAT,134,16,2,15.6,134797
NEAT,135,15,2,14.6,135798
NEAT,136,14,2,13.6,136802
NEAT,137,15,4,14.2,137811
NEAT,138,16,5,15,138813
NEAT,139,15,0,15,139818
NEAT,140,13,1,12.8,140826
NEAT,141,15,2,14.6,141829
NEAT,142,16,3,15.4,142835
NEAT,143,16,7,14.6,143838
NEAT,144,14,4,13.2,144838
NEAT,145,15,0,15,145845
NEAT,146,15,2,14.6,146849
NEAT,147,15,1,14.8,147855
NEAT,148,15,2,14.6,148856
NEAT,149,15,0,15,149858
NEAT,150,15,1,14.8,150862
NEAT,151,14,1,13.8,151868
NEAT,152,14,7,12.6,152875
NEAT,153,14,2,13.6,153877
NEAT,154,15,0,15,154885
NEAT,155,15,2,14.6,155887
NEAT,156,14,1,13.8,156890
NEAT,157,14,1,13.8,157890
NEAT,158,15,3,14.4,158895
NEAT,159,14,0,14,159901
NEAT,160,15,1,14.8,160909
NEAT,161,14,5,13,161910
NEAT,162,15,6,13.8,162912
NEAT,163,16,12,13.6,163918
NEAT,164,13,2,12.6,164926
NEAT,165,15,1,14.8,165927
NEAT,166,14,2,13.6,166932
NEAT,167,15,0,15,167937
NEAT,168,15,14,12.2,168937
NEAT,169,15,0,15,169941
NEAT,170,16,4,15.2,170943
NEAT,171,14,0,14,171946
NEAT,172,15,2,14.6,172955
NEAT,173,16,1,15.8,173960
NEAT,174,15,5,14,174964
NEAT,175,15,1,14.8,175966
NEAT,176,15,0,15,176972
NEAT,177,16,1,15.8,177976
NEAT,178,14,4,13.2,178977
NEAT,179,14,0,14,179980
NEAT,180,16,10,14,180984
NEAT,181,16,4,15.2,181989
NEAT,182,16,4,15.2,182990
NEAT,183,16,0,16,183991
NEAT,184,15,0,15,184997
NEAT,185,14,0,14,186006
NEAT,186,11,5,10,187007
NEAT,187,15,4,14.2,188008
NEAT,188,16,0,16,189014
NEAT,189,15,0,15,190020
NEAT,190,14,9,12.2,191024
NEAT,191,15,0,15,192025
NEAT,192,15,3,14.4,193030
NEAT,193,14,4,13.2,194031
NEAT,194,14,3,13.4,195033
NEAT,195,15,0,15,196042
NEAT,196,13,3,12.4,197043
NEAT,197,14,0,14,198052
NEAT,198,14,2,13.6,199062
NEAT,199,16,0,16,200068
NEAT,200,15,1,14.8,201077
NEAT,201,16,2,15.6,202079
NEAT,202,15,7,13.6,203080
NEAT,203,15,0,15,204085
NEAT,204,14,0,14,205085
NEAT,205,14,0,14,206088
NEAT,206,15,1,14.8,207092
NEAT,207,15,0,15,208098
NEAT,208,16,1,15.8,209102
NEAT,209,14,1,13.8,210108
NEAT,210,14,1,13.8,211115
NEAT,211,15,1,14.8,212118
NEAT,212,16,0,16,213124
NEAT,213,11,5,10,214126
NEAT,214,15,0,15,215134
NEAT,215,14,3,13.4,216140
NEAT,216,15,0,15,217142
NEAT,217,15,0,15,218150
NEAT,218,15,1,14.8,219153
NEAT,219,15,0,15,220160
NEAT,220,15,4,14.2,221169
NEAT,221,15,0,15,222176
NEAT,222,13,7,11.6,223184
NEAT,223,2,1,1.8,224190
NEAT,224,13,1,12.8,225191
NEAT,225,15,0,15,226200
NEAT,226,13,4,12.2,227206
NEAT,227,15,0,15,228207
NEAT,228,14,0,14,229208
NEAT,229,15,0,15,230217
NEAT,230,15,0,15,231223
NEAT,231,15,6,13.8,232229
NEAT,232,14,3,13.4,233235
NEAT,233,15,5,14,234238
NEAT,234,16,7,14.6,235246
NEAT,235,16,4,15.2,236254
NEAT,236,15,3,14.4,237260
NEAT,237,15,0,15,238262
NEAT,238,15,0,15,239267
NEAT,239,15,0,15,240275
NEAT,240,16,5,15,241284
NEAT,241,15,0,15,242288
NEAT,242,15,7,13.6,243291
NEAT,243,15,2,14.6,244298
NEAT,244,15,8,13.4,245305
NEAT,245,3,4,2.2,246312
NEAT,246,15,4,14.2,247313
NEAT,247,15,6,13.8,248320
NEAT,248,16,9,14.2,249327
NEAT,249,14,5,13,250329
NEAT,250,17,10,15,251334
NEAT,251,16,5,15,252343
NEAT,252,16,3,15.4,253347
NEAT,253,15,1,14.8,254347
NEAT,254,17,5,16,255348
NEAT,255,15,9,13.2,256353
NEAT,256,15,1,14.8,257362
NEAT,257,15,2,14.6,258365
NEAT,258,15,6,13.8,259373
NEAT,259,17,2,16.6,260376
NEAT,260,13,4,12.2,261378
NEAT,261,14,2,13.6,262381
NEAT,262,16,4,15.2,263387
NEAT,263,15,4,14.2,264395
NEAT,264,15,0,15,265399
NEAT,265,14,6,12.8,266404
NEAT,266,15,0,15,267409
NEAT,267,15,0,15,268410
NEAT,268,15,0,15,269420
