Method,Episode,Pieces,WallHits,Reward,FixedUpdateCount
NEAT,1,0,0,0,1850
NEAT,1,0,0,1,2852
NEAT,2,0,0,2.4,3852
NEAT,3,0,0,2.6,4852
NEAT,4,0,0,6.2,5853
NEAT,5,0,0,6.6,6853
NEAT,6,0,0,3.2,7854
NEAT,7,0,0,4.2,8854
NEAT,8,0,0,2.6,9854
NEAT,9,0,0,3.4,10855
NEAT,10,0,0,3.4,11855
NEAT,11,0,0,4.2,12856
NEAT,12,0,0,6.4,13857
NEAT,13,0,0,6.6,14857
NEAT,14,0,0,4.4,15857
NEAT,15,0,0,4.2,16857
NEAT,16,0,0,4.2,17858
NEAT,17,0,0,6.6,18858
NEAT,18,0,0,6.6,19859
NEAT,19,0,0,4.2,20859
NEAT,20,0,0,4.2,21860
NEAT,21,0,0,6,22860
NEAT,22,0,0,6.6,23860
NEAT,23,0,0,6.6,24861
NEAT,24,0,0,6.8,25862
NEAT,25,0,0,6.8,26862
NEAT,26,0,0,6.6,27862
NEAT,27,0,0,6.6,28863
NEAT,28,0,0,6.6,29863
NEAT,29,0,0,4.2,30864
NEAT,30,0,0,4.2,31865
NEAT,31,0,0,4.2,32867
NEAT,32,0,0,4.2,33868
NEAT,33,0,0,4.2,34870
NEAT,34,0,0,4.2,35871
NEAT,35,0,0,4.2,36871
NEAT,36,0,0,6.6,37873
NEAT,37,0,0,6.6,38875
NEAT,38,0,0,6.8,39875
NEAT,39,0,0,6.8,40876
NEAT,40,0,0,4.2,41876
NEAT,41,0,0,6.6,42878
NEAT,42,0,0,6.4,43878
NEAT,43,0,0,6.8,44878
NEAT,44,0,0,6.6,45879
NEAT,45,0,0,5.6,46881
NEAT,46,0,0,5.6,47882
NEAT,47,0,0,5.4,48883
NEAT,48,0,0,5.6,49883
NEAT,49,0,0,5.6,50885
NEAT,50,0,0,5.6,51885
NEAT,51,0,0,5.6,52887
NEAT,52,0,0,5.6,53889
NEAT,53,0,0,5.6,54889
NEAT,54,0,0,5.6,55890
NEAT,55,0,0,5.6,56890
NEAT,56,0,0,6.6,57892
NEAT,57,0,0,5.6,58892
NEAT,58,0,0,7.2,59893
NEAT,59,0,0,10.4,60895
NEAT,60,0,0,9.8,61897
NEAT,61,0,0,10.6,62898
NEAT,62,0,0,9.8,63900
NEAT,63,0,0,11.6,64901
NEAT,64,0,0,10.6,65902
NEAT,65,0,0,11.6,66903
NEAT,66,0,0,10.4,67904
NEAT,67,0,0,10.6,68905
NEAT,68,0,0,10.8,69906
NEAT,69,0,0,10.4,70908
NEAT,70,0,0,10.4,71908
NEAT,71,0,0,10.8,72909
NEAT,72,0,0,11.6,73909
NEAT,73,0,0,12.8,74911
NEAT,74,0,0,13.2,75913
NEAT,75,0,0,13.2,76914
NEAT,76,0,0,13.2,77916
NEAT,77,0,0,13.2,78917
NEAT,78,0,0,13.4,79917
NEAT,79,0,0,13.4,80919
NEAT,80,0,0,13.6,81920
NEAT,81,0,0,13.4,82921
NEAT,82,0,0,13.6,83922
NEAT,83,0,0,14.4,84923
NEAT,84,0,0,14.8,85924
NEAT,85,0,0,14.8,86924
NEAT,86,0,0,15.6,87925
NEAT,87,0,0,15,88925
NEAT,88,0,0,15.6,89926
NEAT,89,0,0,15.2,90927
NEAT,90,0,0,15.8,91929
NEAT,91,0,0,15.6,92930
NEAT,92,0,0,15.6,93930
NEAT,93,0,0,15.6,94931
NEAT,94,0,0,15.6,95933
NEAT,95,0,0,15.6,96934
NEAT,96,0,0,15.6,97936
NEAT,97,0,0,15.6,98938
NEAT,98,0,0,15.8,99939
NEAT,99,0,0,15.6,100940
NEAT,100,0,0,15.8,101942
NEAT,101,0,0,15.8,102943
NEAT,102,0,0,15.8,103943
NEAT,103,0,0,15.6,104944
NEAT,104,0,0,15.6,105944
NEAT,105,0,0,15.6,106944
NEAT,106,0,0,15.8,107946
NEAT,107,0,0,15.6,108946
NEAT,108,0,0,15.6,109947
NEAT,109,0,0,15.8,110949
NEAT,110,0,0,15.6,111950
NEAT,111,0,0,15.6,112951
NEAT,112,0,0,15.6,113952
NEAT,113,0,0,15.6,114954
NEAT,114,0,0,15.6,115956
NEAT,115,0,0,15.6,116957
NEAT,116,0,0,15.6,117958
NEAT,117,0,0,15.6,118960
NEAT,118,0,0,15.6,119961
NEAT,119,0,0,15.6,120962
NEAT,120,0,0,15.6,121963
NEAT,121,0,0,15.6,122964
NEAT,122,0,0,15.8,123965
NEAT,123,0,0,15.8,124966
NEAT,124,0,0,15.8,125967
NEAT,125,0,0,15.6,126967
NEAT,126,0,0,15.8,127969
NEAT,127,0,0,15.8,128970
NEAT,128,0,0,15.8,129971
NEAT,129,0,0,15.4,130972
NEAT,130,0,0,15.6,131972
NEAT,131,0,0,15.6,132973
NEAT,132,0,0,15.6,133973
NEAT,133,0,0,15.6,134975
NEAT,134,0,0,15.6,135977
NEAT,135,0,0,15.8,136978
NEAT,136,0,0,15.8,137978
NEAT,137,0,0,15.8,138979
NEAT,138,0,0,15.8,139981
NEAT,139,0,0,15.6,140981
NEAT,140,0,0,15.6,141981
NEAT,141,0,0,15.4,142983
NEAT,142,0,0,15.6,143984
NEAT,143,0,0,15.6,144985
NEAT,144,0,0,15.6,145986
NEAT,145,0,0,15.6,146988
NEAT,146,0,0,15.8,147988
NEAT,147,0,0,15.6,148989
NEAT,148,0,0,15.6,149991
NEAT,149,0,0,15.6,150991
NEAT,150,0,0,15.6,151993
NEAT,151,0,0,15.6,152994
NEAT,152,0,0,15.6,153995
NEAT,153,0,0,15.6,154996
NEAT,154,0,0,15.6,155998
NEAT,155,0,0,15.6,157000
NEAT,156,0,0,15.6,158000
NEAT,157,0,0,15.6,159000
NEAT,158,0,0,15.8,160001
NEAT,159,0,0,15.6,161002
NEAT,160,0,0,15.8,162003
NEAT,161,0,0,15.8,163004
NEAT,162,0,0,15.8,164004
NEAT,163,0,0,15.6,165005
NEAT,164,0,0,15.6,166006
NEAT,165,0,0,15.2,167007
NEAT,166,0,0,15.6,168009
NEAT,167,0,0,15.8,169010
NEAT,168,0,0,15.6,170011
NEAT,169,0,0,15.6,171013
NEAT,170,0,0,15.6,172013
NEAT,171,0,0,15.6,173015
NEAT,172,0,0,15.6,174016
NEAT,173,0,0,15.6,175017
NEAT,174,0,0,15.6,176017
NEAT,175,0,0,15.8,177018
NEAT,176,0,0,15.8,178018
NEAT,177,0,0,15.8,179020
NEAT,178,0,0,15.8,180021
NEAT,179,0,0,15.8,181022
NEAT,180,0,0,15.8,182024
NEAT,181,0,0,15.8,183025
NEAT,182,0,0,15.8,184027
NEAT,183,0,0,15.8,185029
NEAT,184,0,0,15.6,186030
NEAT,185,0,0,15.6,187030
NEAT,186,0,0,15.6,188031
NEAT,187,0,0,15.6,189033
NEAT,188,0,0,15.8,190033
NEAT,189,0,0,15.4,191034
NEAT,190,0,0,15.8,192035
NEAT,191,0,0,15.2,193036
NEAT,192,0,0,15.4,194036
NEAT,193,0,0,15.4,195038
NEAT,194,0,0,15.6,196038
NEAT,195,0,0,15.6,197040
NEAT,196,0,0,15.6,198040
NEAT,197,0,0,15.8,199040
NEAT,198,0,0,15.6,200041
NEAT,199,0,0,15.6,201041
NEAT,200,0,0,15.6,202043
NEAT,201,0,0,15,203043
NEAT,202,0,0,15.2,204043
NEAT,203,0,0,15.6,205044
NEAT,204,0,0,15.8,206046
NEAT,205,0,0,15,207047
NEAT,206,0,0,15.6,208047
NEAT,207,0,0,15.6,209048
NEAT,208,0,0,15.6,210049
NEAT,209,0,0,15.2,211051
NEAT,210,0,0,15.4,212051
NEAT,211,0,0,15.4,213052
NEAT,212,0,0,15.4,214052
NEAT,213,0,0,15.2,215052
NEAT,214,0,0,15.2,216054
NEAT,215,0,0,15.6,217054
NEAT,216,0,0,15.6,218055
NEAT,217,0,0,15.6,219055
NEAT,218,0,0,15.6,220057
NEAT,219,0,0,15.6,221057
NEAT,220,0,0,15.6,222058
NEAT,221,0,0,15.4,223059
NEAT,222,0,0,15.6,224059
NEAT,223,0,0,15.2,225060
NEAT,224,0,0,15.6,226062
NEAT,225,0,0,14.6,227063
NEAT,226,0,0,15.2,228063
NEAT,227,0,0,14.8,229064
NEAT,228,0,0,15.2,230065
NEAT,229,0,0,15.2,231066
NEAT,230,0,0,15,232067
NEAT,231,0,0,14.8,233068
NEAT,232,0,0,14.8,234069
NEAT,233,0,0,14.8,235070
NEAT,234,0,0,15.2,236072
NEAT,235,0,0,15,237072
NEAT,236,0,0,15,238073
NEAT,237,0,0,14.8,239073
NEAT,238,0,0,14.8,240074
NEAT,239,0,0,15,241074
NEAT,240,0,0,14.6,242076
NEAT,241,0,0,14.8,243078
NEAT,242,0,0,15,244079
NEAT,243,0,0,14.8,245079
NEAT,244,0,0,15,246080
NEAT,245,0,0,14.4,247081
NEAT,246,0,0,14.6,248082
NEAT,247,0,0,14.6,249083
NEAT,248,0,0,14.6,250085
NEAT,249,0,0,14.2,251086
NEAT,250,0,0,14.2,252087
NEAT,251,0,0,10.8,253089
NEAT,252,0,0,11,254090
NEAT,253,0,0,11.6,255091
NEAT,254,0,0,11,256092
NEAT,255,0,0,11.6,257092
NEAT,256,0,0,10.6,258094
NEAT,257,0,0,10.4,259094
NEAT,258,0,0,11,260094
NEAT,259,0,0,11,261096
NEAT,260,0,0,11.4,262098
NEAT,261,0,0,11.6,263100
NEAT,262,0,0,12.4,264102
NEAT,263,0,0,12,265104
NEAT,264,0,0,12.6,266104
NEAT,265,0,0,12.6,267106
NEAT,266,0,0,13,268107
NEAT,267,0,0,14,269108
NEAT,268,0,0,14,270108
NEAT,269,0,0,13.8,271110
NEAT,270,0,0,14,272111
NEAT,271,0,0,13.6,273113
NEAT,272,0,0,12.8,274114
NEAT,273,0,0,11.6,275115
NEAT,274,0,0,11.8,276115
NEAT,275,0,0,12.2,277116
NEAT,276,0,0,13,278117
NEAT,277,0,0,13.6,279118
NEAT,278,0,0,13.6,280118
NEAT,279,0,0,13.4,281119
NEAT,280,0,0,12.6,282121
NEAT,281,0,0,12.2,283122
NEAT,282,0,0,10,284124
NEAT,283,0,0,11.2,285125
NEAT,284,0,0,14.4,286127
NEAT,285,0,0,14,287127
NEAT,286,0,0,13.8,288128
NEAT,287,0,0,14.6,289130
NEAT,288,0,0,15,290130
NEAT,289,0,0,15,291130
NEAT,290,0,0,15,292131
NEAT,291,0,0,13,293133
NEAT,292,0,0,14.2,294134
NEAT,293,0,0,14.6,295136
NEAT,294,0,0,8.4,296137
NEAT,295,0,0,14.2,297138
NEAT,296,0,0,15,298139
NEAT,297,0,0,15,299140
NEAT,298,0,0,8.6,300141
NEAT,299,0,0,14.6,301141
NEAT,300,0,0,14.6,302141
NEAT,301,0,0,10.6,303142
NEAT,302,0,0,15,304143
NEAT,303,0,0,9.2,305145
NEAT,304,0,0,7.2,306145
NEAT,305,0,0,15,307145
NEAT,306,0,0,14.6,308145
