Episode,Pieces,WallHits,Reward,FixedUpdateCount
2162,0,0,0,2162000
2163,0,0,0,2163000
2164,0,0,0,2164000
2165,0,0,0,2165000
2166,0,0,0,2166000
2167,0,0,0,2167000
2168,0,0,0,2168000
2169,0,0,0,2169000
2170,0,0,0,2170000
2171,0,0,0,2171000
2172,0,0,0,2172000
2173,0,0,0,2173000
2174,1,0,1,2174000
2175,0,0,0,2175000
2176,1,0,1,2176000
2177,0,0,0,2177000
2178,0,0,0,2178000
2179,0,0,0,2179000
2180,0,0,0,2180000
2181,0,0,0,2181000
2182,0,0,0,2182000
2183,0,0,0,2183000
2184,0,4,-0.8,2184000
2185,0,0,0,2185000
2186,0,0,0,2186000
2187,0,0,0,2187000
2188,0,0,0,2188000
2189,0,0,0,2189000
2190,1,0,1,2190000
2191,0,0,0,2191000
2192,0,0,0,2192000
2193,0,0,0,2193000
2194,0,0,0,2194000
2195,0,0,0,2195000
2196,0,0,0,2196000
2197,0,0,0,2197000
2198,0,0,0,2198000
2199,0,6,-1.2,2199000
2200,0,0,0,2200000
2201,0,0,0,2201000
2202,1,0,1,2202000
2203,0,0,0,2203000
2204,0,0,0,2204000
2205,0,0,0,2205000
2206,0,0,0,2206000
2207,0,0,0,2207000
2208,0,0,0,2208000
2209,0,0,0,2209000
2210,0,0,0,2210000
2211,0,0,0,2211000
2212,1,0,1,2212000
2213,0,0,0,2213000
2214,0,5,-1,2214000
2215,0,0,0,2215000
2216,0,1,-0.2,2216000
2217,0,0,0,2217000
2218,0,0,0,2218000
2219,0,0,0,2219000
2220,0,0,0,2220000
2221,0,0,0,2221000
2222,0,0,0,2222000
2223,0,0,0,2223000
2224,0,0,0,2224000
2225,0,0,0,2225000
2226,0,0,0,2226000
2227,0,0,0,2227000
2228,0,0,0,2228000
2229,0,0,0,2229000
2230,0,0,0,2230000
2231,0,0,0,2231000
2232,0,0,0,2232000
2233,0,0,0,2233000
2234,0,0,0,2234000
2235,0,0,0,2235000
2236,0,1,-0.2,2236000
2237,0,0,0,2237000
2238,0,0,0,2238000
2239,0,0,0,2239000
2240,0,0,0,2240000
2241,0,0,0,2241000
2242,0,0,0,2242000
2243,0,0,0,2243000
2244,0,0,0,2244000
2245,0,0,0,2245000
2246,0,0,0,2246000
2247,0,0,0,2247000
2248,0,0,0,2248000
2249,0,0,0,2249000
2250,0,0,0,2250000
2251,0,2,-0.4,2251000
2252,0,0,0,2252000
2253,0,0,0,2253000
2254,0,0,0,2254000
2255,0,0,0,2255000
2256,0,0,0,2256000
2257,0,3,-0.6,2257000
2258,0,0,0,2258000
2259,0,0,0,2259000
2260,0,0,0,2260000
2261,0,0,0,2261000
2262,0,0,0,2262000
2263,0,0,0,2263000
2264,0,0,0,2264000
2265,0,0,0,2265000
2266,0,0,0,2266000
2267,0,0,0,2267000
2268,0,0,0,2268000
2269,1,0,1,2269000
2270,0,0,0,2270000
2271,0,0,0,2271000
2272,0,0,0,2272000
2273,0,0,0,2273000
2274,0,0,0,2274000
2275,0,0,0,2275000
2276,1,0,1,2276000
2277,0,0,0,2277000
2278,0,0,0,2278000
2279,0,0,0,2279000
2280,0,0,0,2280000
2281,0,0,0,2281000
2282,0,0,0,2282000
2283,0,0,0,2283000
2284,0,0,0,2284000
2285,0,0,0,2285000
2286,0,0,0,2286000
2287,0,0,0,2287000
2288,0,0,0,2288000
2289,0,0,0,2289000
2290,1,0,1,2290000
2291,1,0,1,2291000
2292,0,0,0,2292000
2293,0,0,0,2293000
2294,1,0,1,2294000
2295,0,2,-0.4,2295000
2296,0,0,0,2296000
2297,0,0,0,2297000
2298,0,0,0,2298000
2299,0,0,0,2299000
2300,1,0,1,2300000
2301,1,2,0.6,2301000
2302,0,0,0,2302000
2303,0,0,0,2303000
2304,0,0,0,2304000
2305,0,0,0,2305000
2306,0,0,0,2306000
2307,0,2,-0.4,2307000
2308,0,0,0,2308000
2309,0,0,0,2309000
2310,0,0,0,2310000
2311,0,0,0,2311000
2312,0,0,0,2312000
2313,0,0,0,2313000
2314,1,0,1,2314000
2315,0,0,0,2315000
2316,0,0,0,2316000
2317,0,0,0,2317000
2318,0,0,0,2318000
2319,0,0,0,2319000
2320,0,0,0,2320000
2321,0,0,0,2321000
2322,0,0,0,2322000
2323,0,0,0,2323000
2324,0,0,0,2324000
2325,0,0,0,2325000
2326,0,0,0,2326000
2327,0,0,0,2327000
2328,0,0,0,2328000
2329,0,0,0,2329000
2330,0,0,0,2330000
2331,0,0,0,2331000
2332,0,0,0,2332000
2333,0,0,0,2333000
2334,0,0,0,2334000
2335,0,0,0,2335000
2336,0,1,-0.2,2336000
2337,0,0,0,2337000
2338,0,0,0,2338000
2339,0,0,0,2339000
2340,0,0,0,2340000
2341,0,0,0,2341000
2342,0,2,-0.4,2342000
2343,0,0,0,2343000
2344,0,0,0,2344000
2345,1,2,0.6,2345000
2346,0,0,0,2346000
2347,0,0,0,2347000
2348,0,0,0,2348000
2349,0,0,0,2349000
2350,0,0,0,2350000
2351,0,0,0,2351000
2352,0,0,0,2352000
2353,0,0,0,2353000
2354,1,0,1,2354000
2355,0,0,0,2355000
2356,0,0,0,2356000
2357,0,0,0,2357000
2358,0,0,0,2358000
2359,0,0,0,2359000
2360,0,0,0,2360000
2361,0,0,0,2361000
2362,0,0,0,2362000
2363,0,0,0,2363000
2364,0,0,0,2364000
2365,0,0,0,2365000
2366,1,2,0.6,2366000
2367,0,0,0,2367000
2368,0,1,-0.2,2368000
2369,0,0,0,2369000
2370,1,0,1,2370000
2371,0,0,0,2371000
2372,0,4,-0.8,2372000
2373,0,0,0,2373000
2374,0,0,0,2374000
2375,0,0,0,2375000
2376,0,3,-0.6,2376000
2377,0,0,0,2377000
2378,1,0,1,2378000
2379,0,0,0,2379000
2380,0,0,0,2380000
2381,0,0,0,2381000
2382,0,0,0,2382000
2383,0,0,0,2383000
2384,0,0,0,2384000
2385,0,1,-0.2,2385000
2386,0,0,0,2386000
2387,0,0,0,2387000
2388,0,0,0,2388000
2389,0,0,0,2389000
2390,0,2,-0.4,2390000
2391,0,0,0,2391000
2392,0,0,0,2392000
2393,0,0,0,2393000
2394,0,0,0,2394000
2395,0,0,0,2395000
2396,0,0,0,2396000
2397,0,0,0,2397000
2398,0,0,0,2398000
2399,0,0,0,2399000
2400,0,0,0,2400000
2401,0,0,0,2401000
2402,0,0,0,2402000
2403,0,0,0,2403000
2404,0,0,0,2404000
2405,0,0,0,2405000
2406,0,0,0,2406000
2407,0,0,0,2407000
2408,0,0,0,2408000
2409,0,0,0,2409000
2410,0,0,0,2410000
2411,0,0,0,2411000
2412,0,0,0,2412000
2413,0,0,0,2413000
2414,0,0,0,2414000
2415,0,0,0,2415000
2416,0,0,0,2416000
2417,0,0,0,2417000
2418,0,0,0,2418000
2419,0,0,0,2419000
2420,0,0,0,2420000
2421,0,0,0,2421000
2422,0,0,0,2422000
2423,0,0,0,2423000
2424,0,0,0,2424000
2425,0,0,0,2425000
2426,0,0,0,2426000
2427,0,0,0,2427000
2428,0,0,0,2428000
2429,1,0,1,2429000
2430,0,0,0,2430000
2431,0,0,0,2431000
2432,0,0,0,2432000
2433,0,0,0,2433000
2434,0,0,0,2434000
2435,0,0,0,2435000
2436,0,0,0,2436000
2437,0,0,0,2437000
2438,0,0,0,2438000
2439,0,0,0,2439000
2440,0,0,0,2440000
2441,0,0,0,2441000
2442,0,0,0,2442000
2443,0,0,0,2443000
2444,0,0,0,2444000
2445,0,0,0,2445000
2446,0,0,0,2446000
2447,0,0,0,2447000
2448,0,0,0,2448000
2449,0,0,0,2449000
2450,0,0,0,2450000
2451,0,0,0,2451000
2452,0,0,0,2452000
2453,0,0,0,2453000
2454,0,0,0,2454000
2455,0,0,0,2455000
2456,0,0,0,2456000
2457,0,0,0,2457000
2458,0,0,0,2458000
2459,0,1,-0.2,2459000
2460,0,0,0,2460000
2461,0,0,0,2461000
2462,0,0,0,2462000
2463,0,0,0,2463000
2464,1,0,1,2464000
2465,0,1,-0.2,2465000
2466,0,0,0,2466000
2467,0,0,0,2467000
2468,0,0,0,2468000
2469,0,0,0,2469000
2470,0,0,0,2470000
2471,0,0,0,2471000
2472,0,0,0,2472000
2473,0,0,0,2473000
2474,0,0,0,2474000
2475,0,7,-1.4,2475000
2476,1,0,1,2476000
2477,0,0,0,2477000
2478,0,0,0,2478000
2479,1,0,1,2479000
2480,0,0,0,2480000
2481,0,0,0,2481000
2482,0,0,0,2482000
2483,0,0,0,2483000
2484,0,0,0,2484000
2485,0,0,0,2485000
2486,0,0,0,2486000
2487,0,0,0,2487000
2488,0,0,0,2488000
2489,0,0,0,2489000
2490,0,0,0,2490000
2491,0,2,-0.4,2491000
2492,0,1,-0.2,2492000
2493,0,0,0,2493000
2494,0,0,0,2494000
2495,0,0,0,2495000
2496,0,0,0,2496000
2497,0,0,0,2497000
2498,0,0,0,2498000
2499,0,0,0,2499000
2500,0,0,0,2500000
2501,0,0,0,2501000
2502,0,0,0,2502000
2503,0,0,0,2503000
2504,0,0,0,2504000
2505,1,0,1,2505000
2506,0,0,0,2506000
2507,0,0,0,2507000
2508,0,0,0,2508000
2509,0,0,0,2509000
2510,-1,2,-1.4,2510000
2511,0,0,0,2511000
2512,0,0,0,2512000
2513,0,0,0,2513000
2514,0,0,0,2514000
2515,0,0,0,2515000
2516,0,0,0,2516000
2517,0,0,0,2517000
2518,0,0,0,2518000
2519,0,0,0,2519000
2520,0,3,-0.6,2520000
2521,0,0,0,2521000
2522,1,0,1,2522000
2523,0,0,0,2523000
2524,0,0,0,2524000
2525,0,0,0,2525000
2526,0,0,0,2526000
2527,0,0,0,2527000
2528,0,0,0,2528000
2529,0,0,0,2529000
2530,1,0,1,2530000
2531,0,6,-1.2,2531000
2532,0,0,0,2532000
2533,0,3,-0.6,2533000
2534,0,0,0,2534000
2535,0,0,0,2535000
2536,0,0,0,2536000
2537,0,0,0,2537000
2538,0,9,-1.8,2538000
2539,0,0,0,2539000
2540,0,7,-1.4,2540000
2541,0,0,0,2541000
2542,0,0,0,2542000
2543,0,1,-0.2,2543000
2544,0,2,-0.4,2544000
2545,0,0,0,2545000
2546,0,0,0,2546000
2547,0,0,0,2547000
2548,1,0,1,2548000
2549,0,0,0,2549000
2550,0,0,0,2550000
2551,0,0,0,2551000
2552,0,5,-1,2552000
2553,0,0,0,2553000
2554,0,0,0,2554000
2555,0,0,0,2555000
2556,0,0,0,2556000
2557,0,0,0,2557000
2558,0,0,0,2558000
2559,0,0,0,2559000
2560,0,0,0,2560000
2561,0,0,0,2561000
2562,0,0,0,2562000
2563,0,3,-0.6,2563000
2564,0,0,0,2564000
2565,0,0,0,2565000
2566,0,0,0,2566000
2567,0,0,0,2567000
2568,0,0,0,2568000
2569,0,0,0,2569000
2570,0,0,0,2570000
2571,1,0,1,2571000
2572,0,0,0,2572000
2573,0,0,0,2573000
2574,0,0,0,2574000
2575,0,0,0,2575000
2576,0,3,-0.6,2576000
2577,0,0,0,2577000
2578,0,0,0,2578000
2579,0,0,0,2579000
2580,0,0,0,2580000
2581,0,0,0,2581000
2582,0,7,-1.4,2582000
2583,0,0,0,2583000
2584,0,0,0,2584000
2585,1,0,1,2585000
2586,1,0,1,2586000
2587,0,0,0,2587000
2588,0,0,0,2588000
2589,0,0,0,2589000
2590,0,0,0,2590000
2591,0,0,0,2591000
2592,0,0,0,2592000
2593,0,0,0,2593000
2594,0,0,0,2594000
2595,0,0,0,2595000
2596,1,0,1,2596000
2597,0,0,0,2597000
2598,1,0,1,2598000
2599,0,0,0,2599000
2600,0,0,0,2600000
2601,1,0,1,2601000
2602,0,0,0,2602000
2603,0,0,0,2603000
2604,0,0,0,2604000
2605,0,0,0,2605000
2606,0,0,0,2606000
2607,0,0,0,2607000
2608,1,0,1,2608000
2609,0,0,0,2609000
2610,0,0,0,2610000
2611,0,3,-0.6,2611000
2612,0,0,0,2612000
2613,0,0,0,2613000
2614,0,0,0,2614000
2615,0,0,0,2615000
2616,0,0,0,2616000
2617,0,0,0,2617000
2618,0,0,0,2618000
2619,0,0,0,2619000
2620,0,0,0,2620000
2621,0,0,0,2621000
2622,0,0,0,2622000
2623,0,0,0,2623000
2624,0,0,0,2624000
2625,0,0,0,2625000
2626,0,0,0,2626000
2627,0,0,0,2627000
2628,0,0,0,2628000
2629,1,0,1,2629000
2630,0,0,0,2630000
2631,0,0,0,2631000
2632,0,0,0,2632000
2633,0,0,0,2633000
2634,0,0,0,2634000
2635,0,0,0,2635000
2636,0,0,0,2636000
2637,1,0,1,2637000
2638,0,0,0,2638000
2639,0,0,0,2639000
2640,0,0,0,2640000
2641,0,0,0,2641000
2642,0,0,0,2642000
2643,0,0,0,2643000
2644,0,0,0,2644000
2645,0,1,-0.2,2645000
2646,0,0,0,2646000
2647,0,0,0,2647000
2648,0,0,0,2648000
2649,0,0,0,2649000
2650,0,0,0,2650000
2651,0,0,0,2651000
2652,0,0,0,2652000
2653,0,0,0,2653000
2654,0,0,0,2654000
2655,0,0,0,2655000
2656,0,0,0,2656000
2657,0,0,0,2657000
2658,0,0,0,2658000
2659,0,0,0,2659000
2660,0,0,0,2660000
2661,0,0,0,2661000
2662,0,1,-0.2,2662000
2663,0,0,0,2663000
2664,0,0,0,2664000
2665,0,0,0,2665000
2666,0,1,-0.2,2666000
2667,0,0,0,2667000
2668,0,0,0,2668000
2669,0,0,0,2669000
2670,0,0,0,2670000
2671,0,0,0,2671000
2672,0,0,0,2672000
2673,0,0,0,2673000
2674,0,0,0,2674000
2675,0,0,0,2675000
2676,0,0,0,2676000
2677,0,0,0,2677000
2678,0,0,0,2678000
2679,0,0,0,2679000
2680,0,0,0,2680000
2681,0,0,0,2681000
2682,0,0,0,2682000
2683,0,0,0,2683000
2684,1,0,1,2684000
2685,0,0,0,2685000
2686,0,0,0,2686000
2687,0,0,0,2687000
2688,0,0,0,2688000
2689,0,0,0,2689000
2690,0,0,0,2690000
2691,0,0,0,2691000
2692,1,0,1,2692000
2693,1,0,1,2693000
2694,0,0,0,2694000
2695,0,0,0,2695000
2696,0,0,0,2696000
2697,0,0,0,2697000
2698,0,0,0,2698000
2699,0,0,0,2699000
2700,0,0,0,2700000
2701,0,0,0,2701000
2702,0,0,0,2702000
2703,0,0,0,2703000
2704,0,0,0,2704000
2705,0,2,-0.4,2705000
2706,1,0,1,2706000
2707,0,0,0,2707000
2708,0,0,0,2708000
2709,0,0,0,2709000
2710,0,0,0,2710000
2711,0,0,0,2711000
2712,0,0,0,2712000
2713,0,0,0,2713000
2714,0,0,0,2714000
2715,0,0,0,2715000
2716,0,0,0,2716000
2717,1,3,0.4,2717000
2718,0,0,0,2718000
2719,0,0,0,2719000
2720,0,0,0,2720000
2721,0,0,0,2721000
2722,0,0,0,2722000
2723,0,3,-0.6,2723000
2724,0,0,0,2724000
2725,0,0,0,2725000
2726,0,0,0,2726000
2727,0,0,0,2727000
2728,0,0,0,2728000
2729,0,0,0,2729000
2730,0,0,0,2730000
2731,0,0,0,2731000
2732,0,0,0,2732000
2733,0,0,0,2733000
2734,0,0,0,2734000
2735,0,0,0,2735000
2736,0,0,0,2736000
2737,0,0,0,2737000
2738,0,0,0,2738000
2739,0,0,0,2739000
2740,0,0,0,2740000
2741,0,0,0,2741000
2742,0,0,0,2742000
2743,0,0,0,2743000
2744,0,0,0,2744000
2745,0,0,0,2745000
2746,0,0,0,2746000
2747,0,0,0,2747000
2748,0,0,0,2748000
2749,0,0,0,2749000
2750,0,2,-0.4,2750000
2751,0,0,0,2751000
2752,0,0,0,2752000
2753,0,0,0,2753000
2754,0,0,0,2754000
2755,0,0,0,2755000
2756,0,0,0,2756000
2757,0,0,0,2757000
2758,0,0,0,2758000
2759,0,0,0,2759000
2760,0,0,0,2760000
2761,0,0,0,2761000
2762,1,0,1,2762000
2763,0,0,0,2763000
2764,0,0,0,2764000
2765,0,0,0,2765000
2766,0,0,0,2766000
2767,0,0,0,2767000
2768,0,0,0,2768000
2769,0,0,0,2769000
2770,0,0,0,2770000
2771,0,0,0,2771000
2772,0,0,0,2772000
2773,1,0,1,2773000
2774,0,0,0,2774000
2775,0,0,0,2775000
2776,0,0,0,2776000
2777,0,0,0,2777000
2778,0,0,0,2778000
2779,1,0,1,2779000
2780,0,0,0,2780000
2781,0,0,0,2781000
2782,0,0,0,2782000
2783,0,0,0,2783000
2784,0,0,0,2784000
2785,0,0,0,2785000
2786,0,0,0,2786000
2787,0,0,0,2787000
2788,0,0,0,2788000
2789,0,0,0,2789000
2790,0,0,0,2790000
2791,0,0,0,2791000
2792,0,0,0,2792000
2793,0,0,0,2793000
2794,0,0,0,2794000
2795,0,0,0,2795000
2796,0,0,0,2796000
2797,0,0,0,2797000
2798,0,0,0,2798000
2799,0,0,0,2799000
2800,0,0,0,2800000
2801,1,0,1,2801000
2802,0,0,0,2802000
2803,0,0,0,2803000
2804,0,0,0,2804000
2805,0,0,0,2805000
2806,0,0,0,2806000
2807,0,0,0,2807000
2808,0,0,0,2808000
2809,0,0,0,2809000
2810,0,7,-1.4,2810000
2811,0,0,0,2811000
2812,0,0,0,2812000
2813,0,0,0,2813000
2814,0,0,0,2814000
2815,0,0,0,2815000
2816,0,0,0,2816000
2817,0,0,0,2817000
2818,0,0,0,2818000
2819,0,0,0,2819000
2820,1,1,0.8,2820000
2821,0,0,0,2821000
2822,0,0,0,2822000
2823,0,0,0,2823000
2824,0,0,0,2824000
2825,0,0,0,2825000
2826,0,0,0,2826000
2827,0,0,0,2827000
2828,0,0,0,2828000
2829,0,0,0,2829000
2830,1,0,1,2830000
2831,0,0,0,2831000
2832,0,0,0,2832000
2833,0,0,0,2833000
2834,0,0,0,2834000
2835,0,0,0,2835000
2836,0,0,0,2836000
2837,0,0,0,2837000
2838,0,0,0,2838000
2839,0,0,0,2839000
2840,0,0,0,2840000
2841,0,0,0,2841000
2842,0,0,0,2842000
2843,0,1,-0.2,2843000
2844,0,0,0,2844000
2845,0,0,0,2845000
2846,0,0,0,2846000
2847,0,0,0,2847000
2848,0,0,0,2848000
2849,0,0,0,2849000
2850,0,0,0,2850000
2851,0,0,0,2851000
2852,0,0,0,2852000
2853,0,0,0,2853000
2854,0,0,0,2854000
2855,0,5,-1,2855000
2856,0,0,0,2856000
2857,0,0,0,2857000
2858,0,1,-0.2,2858000
2859,0,0,0,2859000
2860,0,0,0,2860000
2861,0,0,0,2861000
2862,0,0,0,2862000
2863,0,0,0,2863000
2864,0,0,0,2864000
2865,0,0,0,2865000
2866,0,0,0,2866000
2867,0,0,0,2867000
2868,0,0,0,2868000
2869,0,0,0,2869000
2870,0,0,0,2870000
2871,0,0,0,2871000
2872,0,0,0,2872000
2873,0,0,0,2873000
2874,0,0,0,2874000
2875,0,0,0,2875000
2876,0,0,0,2876000
2877,0,0,0,2877000
2878,0,0,0,2878000
2879,0,0,0,2879000
2880,0,0,0,2880000
2881,0,0,0,2881000
2882,0,0,0,2882000
2883,1,0,1,2883000
2884,0,0,0,2884000
2885,0,0,0,2885000
2886,0,0,0,2886000
2887,0,0,0,2887000
2888,0,0,0,2888000
2889,0,0,0,2889000
2890,0,0,0,2890000
2891,0,5,-1,2891000
2892,0,0,0,2892000
2893,0,0,0,2893000
2894,0,0,0,2894000
2895,0,0,0,2895000
2896,0,0,0,2896000
2897,0,0,0,2897000
2898,0,0,0,2898000
2899,0,0,0,2899000
2900,0,0,0,2900000
2901,0,0,0,2901000
2902,0,0,0,2902000
2903,0,0,0,2903000
2904,0,0,0,2904000
2905,0,1,-0.2,2905000
2906,0,0,0,2906000
2907,0,0,0,2907000
2908,0,0,0,2908000
2909,0,0,0,2909000
2910,0,0,0,2910000
2911,0,0,0,2911000
2912,0,0,0,2912000
2913,0,0,0,2913000
2914,0,0,0,2914000
2915,0,0,0,2915000
2916,0,0,0,2916000
2917,1,0,1,2917000
2918,0,0,0,2918000
2919,0,0,0,2919000
2920,0,0,0,2920000
2921,0,0,0,2921000
2922,0,0,0,2922000
2923,0,0,0,2923000
2924,0,0,0,2924000
2925,0,0,0,2925000
2926,0,0,0,2926000
2927,0,0,0,2927000
2928,0,0,0,2928000
2929,0,0,0,2929000
2930,0,0,0,2930000
2931,0,0,0,2931000
2932,0,0,0,2932000
2933,0,0,0,2933000
2934,0,0,0,2934000
2935,0,0,0,2935000
2936,0,0,0,2936000
2937,0,0,0,2937000
2938,0,0,0,2938000
2939,0,0,0,2939000
2940,0,0,0,2940000
2941,0,0,0,2941000
2942,0,4,-0.8,2942000
2943,0,0,0,2943000
2944,1,0,1,2944000
2945,0,0,0,2945000
2946,0,0,0,2946000
2947,0,0,0,2947000
2948,0,0,0,2948000
2949,0,0,0,2949000
2950,0,0,0,2950000
2951,0,0,0,2951000
2952,0,0,0,2952000
2953,0,0,0,2953000
2954,0,0,0,2954000
2955,0,0,0,2955000
2956,0,0,0,2956000
2957,1,0,1,2957000
2958,0,0,0,2958000
2959,0,0,0,2959000
2960,1,3,0.4,2960000
2961,0,0,0,2961000
2962,0,0,0,2962000
2963,0,0,0,2963000
2964,1,0,1,2964000
2965,0,0,0,2965000
2966,0,0,0,2966000
2967,0,0,0,2967000
2968,0,0,0,2968000
2969,0,0,0,2969000
2970,0,0,0,2970000
2971,0,0,0,2971000
2972,0,0,0,2972000
2973,0,0,0,2973000
2974,0,0,0,2974000
2975,0,0,0,2975000
2976,0,0,0,2976000
2977,0,0,0,2977000
2978,0,0,0,2978000
2979,0,0,0,2979000
2980,1,0,1,2980000
2981,0,8,-1.6,2981000
2982,0,0,0,2982000
2983,0,0,0,2983000
2984,0,9,-1.8,2984000
2985,0,0,0,2985000
2986,0,0,0,2986000
2987,0,0,0,2987000
2988,0,0,0,2988000
2989,0,0,0,2989000
2990,0,7,-1.4,2990000
2991,0,0,0,2991000
2992,0,0,0,2992000
2993,0,0,0,2993000
2994,0,0,0,2994000
2995,0,0,0,2995000
2996,0,0,0,2996000
2997,0,10,-2,2997000
2998,0,0,0,2998000
2999,0,0,0,2999000
3000,0,0,0,3000000
3001,0,3,-0.6,3001000
3002,0,0,0,3002000
3003,0,0,0,3003000
3004,0,0,0,3004000
3005,0,0,0,3005000
3006,0,0,0,3006000
3007,0,0,0,3007000
3008,0,0,0,3008000
3009,0,0,0,3009000
3010,0,0,0,3010000
3011,0,0,0,3011000
3012,0,0,0,3012000
3013,0,0,0,3013000
3014,0,0,0,3014000
3015,0,0,0,3015000
3016,0,3,-0.6,3016000
3017,0,0,0,3017000
3018,0,2,-0.4,3018000
3019,0,0,0,3019000
3020,0,0,0,3020000
3021,0,2,-0.4,3021000
3022,0,0,0,3022000
3023,0,0,0,3023000
3024,0,0,0,3024000
3025,0,2,-0.4,3025000
3026,0,0,0,3026000
3027,0,2,-0.4,3027000
3028,0,0,0,3028000
3029,0,0,0,3029000
3030,0,0,0,3030000
3031,0,0,0,3031000
3032,0,0,0,3032000
3033,0,0,0,3033000
3034,0,0,0,3034000
3035,0,2,-0.4,3035000
3036,0,0,0,3036000
3037,0,0,0,3037000
3038,0,0,0,3038000
3039,0,0,0,3039000
3040,0,0,0,3040000
3041,0,0,0,3041000
3042,1,0,1,3042000
3043,0,0,0,3043000
3044,0,0,0,3044000
3045,0,1,-0.2,3045000
3046,0,0,0,3046000
3047,0,1,-0.2,3047000
3048,0,0,0,3048000
3049,0,4,-0.8,3049000
3050,0,0,0,3050000
3051,0,0,0,3051000
3052,0,0,0,3052000
3053,0,0,0,3053000
3054,0,0,0,3054000
3055,0,0,0,3055000
3056,0,0,0,3056000
3057,0,0,0,3057000
3058,0,0,0,3058000
3059,0,0,0,3059000
3060,1,0,1,3060000
3061,0,0,0,3061000
3062,0,0,0,3062000
3063,0,0,0,3063000
3064,0,0,0,3064000
3065,0,0,0,3065000
3066,0,0,0,3066000
3067,0,0,0,3067000
3068,0,0,0,3068000
3069,0,0,0,3069000
3070,0,0,0,3070000
3071,0,0,0,3071000
3072,0,0,0,3072000
3073,0,0,0,3073000
3074,0,0,0,3074000
3075,0,0,0,3075000
3076,0,0,0,3076000
3077,0,2,-0.4,3077000
3078,0,0,0,3078000
3079,0,0,0,3079000
3080,0,0,0,3080000
3081,0,0,0,3081000
3082,0,0,0,3082000
3083,0,0,0,3083000
3084,0,0,0,3084000
3085,1,4,0.2,3085000
3086,0,0,0,3086000
3087,0,6,-1.2,3087000
3088,0,0,0,3088000
3089,0,0,0,3089000
3090,0,0,0,3090000
3091,0,0,0,3091000
3092,0,0,0,3092000
3093,0,0,0,3093000
3094,0,0,0,3094000
3095,0,0,0,3095000
3096,0,1,-0.2,3096000
3097,0,1,-0.2,3097000
3098,0,0,0,3098000
3099,0,0,0,3099000
3100,0,0,0,3100000
3101,0,0,0,3101000
3102,0,0,0,3102000
3103,0,0,0,3103000
3104,1,0,1,3104000
3105,0,0,0,3105000
3106,0,0,0,3106000
3107,0,0,0,3107000
3108,0,0,0,3108000
3109,0,0,0,3109000
3110,0,0,0,3110000
3111,0,0,0,3111000
3112,0,0,0,3112000
3113,0,1,-0.2,3113000
3114,0,0,0,3114000
3115,0,0,0,3115000
3116,0,0,0,3116000
3117,0,0,0,3117000
3118,0,0,0,3118000
3119,0,0,0,3119000
3120,0,0,0,3120000
3121,0,0,0,3121000
3122,0,0,0,3122000
3123,0,0,0,3123000
3124,0,0,0,3124000
3125,0,2,-0.4,3125000
3126,0,0,0,3126000
3127,0,0,0,3127000
3128,0,0,0,3128000
3129,0,0,0,3129000
3130,0,0,0,3130000
3131,0,0,0,3131000
3132,0,1,-0.2,3132000
3133,0,0,0,3133000
3134,0,0,0,3134000
3135,0,3,-0.6,3135000
3136,0,0,0,3136000
3137,0,0,0,3137000
3138,0,0,0,3138000
3139,0,0,0,3139000
3140,0,0,0,3140000
