Episode,Pieces,WallHits,Reward,FixedUpdateCount
1117,0,0,0,1117000
1118,0,1,-0.2,1118000
1119,0,0,0,1119000
1120,0,0,0,1120000
1121,0,0,0,1121000
1122,0,4,-0.8,1122000
1123,0,0,0,1123000
1124,0,2,-0.4,1124000
1125,0,0,0,1125000
1126,0,0,0,1126000
1127,0,0,0,1127000
1128,0,0,0,1128000
1129,0,0,0,1129000
1130,0,2,-0.4,1130000
1131,-1,5,-2,1131000
1132,-1,6,-2.2,1132000
1133,0,0,0,1133000
1134,0,0,0,1134000
1135,0,0,0,1135000
1136,0,0,0,1136000
1137,0,0,0,1137000
1138,0,0,0,1138000
1139,0,0,0,1139000
1140,0,0,0,1140000
1141,0,0,0,1141000
1142,0,0,0,1142000
1143,0,0,0,1143000
1144,0,0,0,1144000
1145,1,3,0.4,1145000
1146,0,2,-0.4,1146000
1147,0,0,0,1147000
1148,0,3,-0.6,1148000
1149,0,0,0,1149000
1150,0,0,0,1150000
1151,0,0,0,1151000
1152,0,0,0,1152000
1153,0,0,0,1153000
1154,0,0,0,1154000
1155,0,0,0,1155000
1156,0,0,0,1156000
1157,0,0,0,1157000
1158,0,1,-0.2,1158000
1159,0,0,0,1159000
1160,0,0,0,1160000
1161,0,0,0,1161000
1162,0,5,-1,1162000
1163,0,2,-0.4,1163000
1164,0,0,0,1164000
1165,0,0,0,1165000
1166,0,1,-0.2,1166000
1167,0,0,0,1167000
1168,0,2,-0.4,1168000
1169,0,0,0,1169000
1170,0,0,0,1170000
1171,0,1,-0.2,1171000
1172,0,0,0,1172000
1173,0,0,0,1173000
1174,0,0,0,1174000
1175,1,0,1,1175000
1176,0,0,0,1176000
1177,0,0,0,1177000
1178,0,0,0,1178000
1179,0,0,0,1179000
1180,0,0,0,1180000
1181,0,0,0,1181000
1182,0,1,-0.2,1182000
1183,0,0,0,1183000
1184,0,0,0,1184000
1185,0,8,-1.6,1185000
1186,0,0,0,1186000
1187,0,4,-0.8,1187000
1188,0,0,0,1188000
1189,0,0,0,1189000
1190,0,0,0,1190000
1191,0,0,0,1191000
1192,0,0,0,1192000
1193,0,0,0,1193000
1194,0,0,0,1194000
1195,0,0,0,1195000
1196,0,0,0,1196000
1197,0,0,0,1197000
1198,0,0,0,1198000
1199,0,0,0,1199000
1200,0,0,0,1200000
1201,0,0,0,1201000
1202,0,0,0,1202000
1203,0,0,0,1203000
1204,0,0,0,1204000
1205,0,0,0,1205000
1206,0,0,0,1206000
1207,0,0,0,1207000
1208,0,0,0,1208000
1209,0,0,0,1209000
1210,0,0,0,1210000
1211,0,0,0,1211000
1212,0,0,0,1212000
1213,0,0,0,1213000
1214,0,2,-0.4,1214000
1215,0,0,0,1215000
1216,0,0,0,1216000
1217,0,1,-0.2,1217000
1218,0,0,0,1218000
1219,0,0,0,1219000
1220,0,1,-0.2,1220000
1221,0,0,0,1221000
1222,0,0,0,1222000
1223,1,0,1,1223000
1224,0,2,-0.4,1224000
1225,0,0,0,1225000
1226,0,0,0,1226000
1227,0,0,0,1227000
1228,0,0,0,1228000
1229,0,0,0,1229000
1230,0,0,0,1230000
1231,0,0,0,1231000
1232,0,0,0,1232000
1233,0,0,0,1233000
1234,0,5,-1,1234000
1235,0,3,-0.6,1235000
1236,0,0,0,1236000
1237,0,2,-0.4,1237000
1238,0,0,0,1238000
1239,0,0,0,1239000
1240,0,0,0,1240000
1241,0,0,0,1241000
1242,0,0,0,1242000
1243,0,0,0,1243000
1244,0,12,-2.4,1244000
1245,0,9,-1.8,1245000
1246,0,0,0,1246000
1247,0,0,0,1247000
1248,0,0,0,1248000
1249,0,0,0,1249000
1250,0,0,0,1250000
1251,0,0,0,1251000
1252,0,0,0,1252000
1253,0,1,-0.2,1253000
1254,0,2,-0.4,1254000
1255,0,3,-0.6,1255000
1256,0,0,0,1256000
1257,0,0,0,1257000
1258,0,0,0,1258000
1259,0,1,-0.2,1259000
1260,0,0,0,1260000
1261,0,8,-1.6,1261000
1262,0,1,-0.2,1262000
1263,0,0,0,1263000
1264,0,0,0,1264000
1265,0,0,0,1265000
1266,0,1,-0.2,1266000
1267,0,0,0,1267000
1268,0,0,0,1268000
1269,0,11,-2.2,1269000
1270,0,0,0,1270000
1271,-1,4,-1.8,1271000
1272,0,0,0,1272000
1273,0,3,-0.6,1273000
1274,0,0,0,1274000
1275,0,0,0,1275000
1276,0,0,0,1276000
1277,0,1,-0.2,1277000
1278,0,0,0,1278000
1279,0,0,0,1279000
1280,0,0,0,1280000
1281,0,0,0,1281000
1282,0,0,0,1282000
1283,0,0,0,1283000
1284,0,0,0,1284000
1285,0,0,0,1285000
1286,0,0,0,1286000
1287,0,0,0,1287000
1288,0,0,0,1288000
1289,0,1,-0.2,1289000
1290,0,3,-0.6,1290000
1291,0,0,0,1291000
1292,0,0,0,1292000
1293,0,0,0,1293000
1294,0,0,0,1294000
1295,0,4,-0.8,1295000
1296,0,0,0,1296000
1297,-1,2,-1.4,1297000
1298,0,0,0,1298000
1299,0,0,0,1299000
1300,0,2,-0.4,1300000
1301,0,0,0,1301000
1302,0,0,0,1302000
1303,0,0,0,1303000
1304,0,0,0,1304000
1305,0,0,0,1305000
1306,0,3,-0.6,1306000
1307,0,0,0,1307000
1308,0,0,0,1308000
1309,0,0,0,1309000
1310,0,0,0,1310000
1311,0,2,-0.4,1311000
1312,0,0,0,1312000
1313,0,6,-1.2,1313000
1314,0,0,0,1314000
1315,0,0,0,1315000
1316,0,0,0,1316000
1317,0,0,0,1317000
1318,0,0,0,1318000
1319,0,0,0,1319000
1320,0,2,-0.4,1320000
1321,0,0,0,1321000
1322,0,0,0,1322000
1323,0,0,0,1323000
1324,0,1,-0.2,1324000
1325,0,0,0,1325000
1326,0,0,0,1326000
1327,0,0,0,1327000
1328,0,0,0,1328000
1329,0,0,0,1329000
1330,0,0,0,1330000
1331,0,0,0,1331000
1332,0,0,0,1332000
1333,0,0,0,1333000
1334,0,0,0,1334000
1335,0,0,0,1335000
1336,0,0,0,1336000
1337,0,1,-0.2,1337000
1338,0,0,0,1338000
1339,0,0,0,1339000
1340,0,0,0,1340000
1341,0,0,0,1341000
1342,0,0,0,1342000
1343,0,0,0,1343000
1344,1,0,1,1344000
1345,0,0,0,1345000
1346,0,0,0,1346000
1347,0,0,0,1347000
1348,0,0,0,1348000
1349,0,0,0,1349000
1350,0,0,0,1350000
1351,0,0,0,1351000
1352,0,1,-0.2,1352000
1353,0,2,-0.4,1353000
1354,0,0,0,1354000
1355,0,0,0,1355000
1356,0,0,0,1356000
1357,0,0,0,1357000
1358,0,2,-0.4,1358000
1359,0,0,0,1359000
1360,0,0,0,1360000
1361,0,0,0,1361000
1362,0,2,-0.4,1362000
1363,0,2,-0.4,1363000
1364,0,0,0,1364000
1365,0,0,0,1365000
1366,0,0,0,1366000
1367,0,1,-0.2,1367000
1368,0,1,-0.2,1368000
1369,0,0,0,1369000
1370,0,0,0,1370000
1371,0,0,0,1371000
1372,0,0,0,1372000
1373,0,0,0,1373000
1374,0,0,0,1374000
1375,0,0,0,1375000
1376,0,0,0,1376000
1377,0,0,0,1377000
1378,0,2,-0.4,1378000
1379,0,0,0,1379000
1380,0,0,0,1380000
1381,0,0,0,1381000
1382,0,0,0,1382000
1383,0,0,0,1383000
1384,0,0,0,1384000
1385,0,0,0,1385000
1386,0,0,0,1386000
1387,0,0,0,1387000
1388,0,0,0,1388000
1389,0,4,-0.8,1389000
1390,0,0,0,1390000
1391,0,0,0,1391000
1392,0,0,0,1392000
1393,0,0,0,1393000
1394,0,0,0,1394000
1395,0,1,-0.2,1395000
1396,0,1,-0.2,1396000
1397,0,0,0,1397000
1398,0,0,0,1398000
1399,0,0,0,1399000
1400,0,3,-0.6,1400000
1401,0,0,0,1401000
1402,0,0,0,1402000
1403,0,0,0,1403000
1404,0,0,0,1404000
1405,0,0,0,1405000
1406,0,0,0,1406000
1407,0,0,0,1407000
1408,0,3,-0.6,1408000
1409,0,0,0,1409000
1410,0,1,-0.2,1410000
1411,0,0,0,1411000
1412,0,0,0,1412000
1413,0,0,0,1413000
1414,0,0,0,1414000
1415,0,0,0,1415000
1416,0,0,0,1416000
1417,0,0,0,1417000
1418,0,0,0,1418000
1419,0,0,0,1419000
1420,0,0,0,1420000
1421,0,0,0,1421000
1422,0,1,-0.2,1422000
1423,1,0,1,1423000
1424,0,0,0,1424000
1425,0,0,0,1425000
1426,0,0,0,1426000
1427,0,0,0,1427000
1428,0,0,0,1428000
1429,0,0,0,1429000
1430,1,0,1,1430000
1431,0,0,0,1431000
1432,0,15,-3,1432000
1433,0,0,0,1433000
1434,0,0,0,1434000
1435,0,4,-0.8,1435000
1436,0,0,0,1436000
1437,0,0,0,1437000
1438,0,0,0,1438000
1439,0,0,0,1439000
1440,0,0,0,1440000
1441,0,2,-0.4,1441000
1442,0,0,0,1442000
1443,0,0,0,1443000
1444,0,0,0,1444000
1445,0,0,0,1445000
1446,0,0,0,1446000
1447,0,0,0,1447000
1448,0,0,0,1448000
1449,1,0,1,1449000
1450,0,0,0,1450000
1451,0,0,0,1451000
1452,0,0,0,1452000
1453,0,0,0,1453000
1454,0,0,0,1454000
1455,0,0,0,1455000
1456,0,0,0,1456000
1457,0,0,0,1457000
1458,0,0,0,1458000
1459,0,0,0,1459000
1460,0,0,0,1460000
1461,0,0,0,1461000
1462,0,0,0,1462000
1463,0,0,0,1463000
1464,0,0,0,1464000
1465,0,0,0,1465000
1466,0,0,0,1466000
1467,0,0,0,1467000
1468,0,0,0,1468000
1469,0,3,-0.6,1469000
1470,0,0,0,1470000
1471,0,0,0,1471000
1472,0,0,0,1472000
1473,0,0,0,1473000
1474,0,0,0,1474000
1475,0,0,0,1475000
1476,0,0,0,1476000
1477,0,0,0,1477000
1478,-1,5,-2,1478000
1479,0,4,-0.8,1479000
1480,0,0,0,1480000
1481,0,1,-0.2,1481000
1482,0,0,0,1482000
1483,0,0,0,1483000
1484,0,0,0,1484000
1485,0,4,-0.8,1485000
1486,0,0,0,1486000
1487,0,0,0,1487000
1488,0,0,0,1488000
1489,0,0,0,1489000
1490,1,0,1,1490000
1491,0,0,0,1491000
1492,0,0,0,1492000
1493,0,0,0,1493000
1494,0,0,0,1494000
1495,0,0,0,1495000
1496,0,0,0,1496000
1497,0,3,-0.6,1497000
1498,0,0,0,1498000
1499,0,0,0,1499000
1500,0,0,0,1500000
1501,0,0,0,1501000
1502,0,0,0,1502000
1503,0,0,0,1503000
1504,1,0,1,1504000
1505,0,0,0,1505000
1506,0,0,0,1506000
1507,0,0,0,1507000
1508,0,0,0,1508000
1509,0,0,0,1509000
1510,0,0,0,1510000
1511,0,0,0,1511000
1512,0,0,0,1512000
1513,0,0,0,1513000
1514,0,0,0,1514000
1515,0,0,0,1515000
1516,0,0,0,1516000
1517,0,0,0,1517000
1518,0,0,0,1518000
1519,0,0,0,1519000
1520,0,0,0,1520000
1521,0,0,0,1521000
1522,0,0,0,1522000
1523,0,0,0,1523000
1524,0,0,0,1524000
1525,0,2,-0.4,1525000
1526,0,0,0,1526000
1527,0,2,-0.4,1527000
1528,0,0,0,1528000
1529,0,0,0,1529000
1530,0,0,0,1530000
1531,1,0,1,1531000
1532,0,0,0,1532000
1533,0,0,0,1533000
1534,0,0,0,1534000
1535,0,0,0,1535000
1536,0,0,0,1536000
1537,0,3,-0.6,1537000
1538,0,0,0,1538000
1539,0,0,0,1539000
1540,0,0,0,1540000
1541,0,0,0,1541000
1542,0,0,0,1542000
1543,0,0,0,1543000
1544,0,0,0,1544000
1545,0,0,0,1545000
1546,0,0,0,1546000
1547,0,0,0,1547000
1548,0,0,0,1548000
1549,0,0,0,1549000
1550,0,0,0,1550000
1551,0,0,0,1551000
1552,0,0,0,1552000
1553,0,0,0,1553000
1554,0,0,0,1554000
1555,0,0,0,1555000
1556,0,2,-0.4,1556000
1557,0,0,0,1557000
1558,0,0,0,1558000
1559,0,0,0,1559000
1560,0,0,0,1560000
1561,0,0,0,1561000
1562,0,0,0,1562000
1563,0,0,0,1563000
1564,0,5,-1,1564000
1565,0,0,0,1565000
1566,0,0,0,1566000
1567,0,0,0,1567000
1568,0,0,0,1568000
1569,1,0,1,1569000
1570,0,0,0,1570000
1571,0,0,0,1571000
1572,0,0,0,1572000
1573,0,0,0,1573000
1574,0,0,0,1574000
1575,0,0,0,1575000
1576,0,0,0,1576000
1577,0,0,0,1577000
1578,0,0,0,1578000
1579,0,0,0,1579000
1580,0,0,0,1580000
1581,0,0,0,1581000
1582,0,0,0,1582000
1583,0,0,0,1583000
1584,0,0,0,1584000
1585,0,0,0,1585000
1586,0,1,-0.2,1586000
1587,0,0,0,1587000
1588,0,0,0,1588000
1589,-1,5,-2,1589000
1590,0,0,0,1590000
1591,0,0,0,1591000
1592,0,0,0,1592000
1593,0,0,0,1593000
1594,0,0,0,1594000
1595,-1,1,-1.2,1595000
1596,0,0,0,1596000
1597,0,0,0,1597000
1598,0,0,0,1598000
1599,0,0,0,1599000
1600,0,0,0,1600000
1601,0,0,0,1601000
1602,0,0,0,1602000
1603,0,0,0,1603000
1604,0,0,0,1604000
1605,0,1,-0.2,1605000
1606,0,0,0,1606000
1607,0,0,0,1607000
1608,0,0,0,1608000
1609,0,0,0,1609000
1610,0,0,0,1610000
1611,0,0,0,1611000
1612,0,1,-0.2,1612000
1613,0,0,0,1613000
1614,0,0,0,1614000
1615,0,0,0,1615000
1616,0,0,0,1616000
1617,0,0,0,1617000
1618,0,0,0,1618000
1619,0,0,0,1619000
1620,0,0,0,1620000
1621,0,0,0,1621000
1622,0,0,0,1622000
1623,0,0,0,1623000
1624,0,0,0,1624000
1625,0,0,0,1625000
1626,0,0,0,1626000
1627,0,0,0,1627000
1628,0,0,0,1628000
1629,0,0,0,1629000
1630,1,0,1,1630000
1631,0,0,0,1631000
1632,0,0,0,1632000
1633,0,0,0,1633000
1634,-1,2,-1.4,1634000
1635,0,0,0,1635000
1636,0,0,0,1636000
1637,0,0,0,1637000
1638,0,0,0,1638000
1639,0,0,0,1639000
1640,0,0,0,1640000
1641,0,0,0,1641000
1642,0,0,0,1642000
1643,0,1,-0.2,1643000
1644,0,0,0,1644000
1645,0,0,0,1645000
1646,0,11,-2.2,1646000
1647,0,0,0,1647000
1648,0,0,0,1648000
1649,0,0,0,1649000
1650,0,0,0,1650000
1651,0,0,0,1651000
1652,0,0,0,1652000
1653,0,0,0,1653000
1654,0,3,-0.6,1654000
1655,0,0,0,1655000
1656,0,0,0,1656000
1657,0,0,0,1657000
1658,0,0,0,1658000
1659,0,0,0,1659000
1660,0,0,0,1660000
1661,0,0,0,1661000
1662,0,0,0,1662000
1663,0,0,0,1663000
1664,0,0,0,1664000
1665,0,0,0,1665000
1666,0,0,0,1666000
1667,0,0,0,1667000
1668,0,0,0,1668000
1669,0,0,0,1669000
1670,0,0,0,1670000
1671,0,18,-3.6,1671000
1672,0,0,0,1672000
1673,0,0,0,1673000
1674,0,0,0,1674000
1675,0,0,0,1675000
1676,0,0,0,1676000
1677,0,5,-1,1677000
1678,0,8,-1.6,1678000
1679,0,0,0,1679000
1680,0,3,-0.6,1680000
1681,0,8,-1.6,1681000
1682,0,0,0,1682000
1683,0,0,0,1683000
1684,0,0,0,1684000
1685,0,0,0,1685000
1686,0,0,0,1686000
1687,0,0,0,1687000
1688,0,0,0,1688000
1689,1,0,1,1689000
1690,0,0,0,1690000
1691,0,0,0,1691000
1692,0,0,0,1692000
1693,0,0,0,1693000
1694,0,0,0,1694000
1695,0,0,0,1695000
1696,0,0,0,1696000
1697,0,0,0,1697000
1698,0,0,0,1698000
1699,0,0,0,1699000
1700,0,0,0,1700000
1701,0,5,-1,1701000
1702,0,0,0,1702000
1703,0,0,0,1703000
1704,1,0,1,1704000
1705,0,0,0,1705000
1706,0,1,-0.2,1706000
1707,0,0,0,1707000
1708,0,0,0,1708000
1709,0,0,0,1709000
1710,0,0,0,1710000
1711,0,0,0,1711000
1712,0,0,0,1712000
1713,0,0,0,1713000
1714,0,1,-0.2,1714000
1715,0,0,0,1715000
1716,0,0,0,1716000
1717,0,0,0,1717000
1718,0,0,0,1718000
1719,0,1,-0.2,1719000
1720,0,3,-0.6,1720000
1721,0,4,-0.8,1721000
1722,0,0,0,1722000
1723,0,0,0,1723000
1724,0,0,0,1724000
1725,0,0,0,1725000
1726,1,0,1,1726000
1727,0,0,0,1727000
1728,0,0,0,1728000
1729,1,0,1,1729000
1730,0,0,0,1730000
1731,0,0,0,1731000
1732,0,0,0,1732000
1733,0,0,0,1733000
1734,0,0,0,1734000
1735,0,0,0,1735000
1736,0,0,0,1736000
1737,0,4,-0.8,1737000
1738,0,0,0,1738000
1739,0,0,0,1739000
1740,0,0,0,1740000
1741,0,0,0,1741000
1742,0,0,0,1742000
1743,0,0,0,1743000
1744,0,0,0,1744000
1745,0,0,0,1745000
1746,0,0,0,1746000
1747,0,0,0,1747000
1748,1,0,1,1748000
1749,0,0,0,1749000
1750,0,0,0,1750000
1751,0,0,0,1751000
1752,0,0,0,1752000
1753,0,0,0,1753000
1754,0,0,0,1754000
1755,0,0,0,1755000
1756,0,0,0,1756000
1757,0,0,0,1757000
1758,0,0,0,1758000
1759,0,0,0,1759000
1760,0,0,0,1760000
1761,0,1,-0.2,1761000
1762,0,2,-0.4,1762000
1763,-1,6,-2.2,1763000
1764,0,0,0,1764000
1765,0,0,0,1765000
1766,0,0,0,1766000
1767,0,0,0,1767000
1768,0,0,0,1768000
1769,0,0,0,1769000
1770,0,0,0,1770000
1771,0,0,0,1771000
1772,0,0,0,1772000
1773,0,0,0,1773000
1774,0,0,0,1774000
1775,0,0,0,1775000
1776,0,0,0,1776000
1777,0,1,-0.2,1777000
1778,0,0,0,1778000
1779,1,0,1,1779000
1780,-1,4,-1.8,1780000
1781,0,0,0,1781000
1782,0,0,0,1782000
1783,0,0,0,1783000
1784,0,0,0,1784000
1785,0,0,0,1785000
1786,0,0,0,1786000
1787,0,0,0,1787000
1788,0,0,0,1788000
1789,1,0,1,1789000
1790,0,0,0,1790000
1791,0,0,0,1791000
1792,0,0,0,1792000
1793,0,0,0,1793000
1794,0,0,0,1794000
1795,0,0,0,1795000
1796,0,0,0,1796000
1797,0,0,0,1797000
1798,0,0,0,1798000
1799,0,0,0,1799000
1800,0,6,-1.2,1800000
1801,0,0,0,1801000
1802,0,0,0,1802000
1803,0,3,-0.6,1803000
1804,0,0,0,1804000
1805,0,0,0,1805000
1806,0,1,-0.2,1806000
1807,0,0,0,1807000
1808,0,0,0,1808000
1809,0,0,0,1809000
1810,0,0,0,1810000
1811,0,0,0,1811000
1812,0,0,0,1812000
1813,0,0,0,1813000
1814,0,0,0,1814000
1815,0,6,-1.2,1815000
1816,1,0,1,1816000
1817,0,0,0,1817000
1818,0,1,-0.2,1818000
1819,0,0,0,1819000
1820,0,0,0,1820000
1821,0,0,0,1821000
1822,0,0,0,1822000
1823,0,0,0,1823000
1824,0,0,0,1824000
1825,0,0,0,1825000
1826,0,0,0,1826000
1827,0,0,0,1827000
1828,0,0,0,1828000
1829,0,0,0,1829000
1830,0,0,0,1830000
1831,0,2,-0.4,1831000
1832,0,0,0,1832000
1833,0,0,0,1833000
1834,0,0,0,1834000
1835,0,0,0,1835000
1836,0,0,0,1836000
1837,0,0,0,1837000
1838,0,0,0,1838000
1839,0,0,0,1839000
1840,0,0,0,1840000
1841,0,0,0,1841000
1842,0,0,0,1842000
1843,0,0,0,1843000
1844,0,0,0,1844000
1845,0,0,0,1845000
1846,0,0,0,1846000
1847,0,1,-0.2,1847000
1848,0,0,0,1848000
1849,0,0,0,1849000
1850,0,0,0,1850000
1851,0,0,0,1851000
1852,0,0,0,1852000
1853,0,0,0,1853000
1854,0,0,0,1854000
1855,1,0,1,1855000
1856,0,0,0,1856000
1857,0,0,0,1857000
1858,0,0,0,1858000
1859,0,0,0,1859000
1860,0,0,0,1860000
1861,0,0,0,1861000
1862,0,0,0,1862000
1863,0,0,0,1863000
1864,0,0,0,1864000
1865,0,3,-0.6,1865000
1866,0,0,0,1866000
1867,0,0,0,1867000
1868,0,4,-0.8,1868000
1869,0,3,-0.6,1869000
1870,0,0,0,1870000
1871,0,1,-0.2,1871000
1872,1,0,1,1872000
1873,0,0,0,1873000
1874,0,0,0,1874000
1875,0,0,0,1875000
1876,0,0,0,1876000
1877,1,0,1,1877000
1878,0,0,0,1878000
1879,0,0,0,1879000
1880,0,0,0,1880000
1881,0,0,0,1881000
1882,0,3,-0.6,1882000
1883,0,0,0,1883000
1884,0,0,0,1884000
1885,0,0,0,1885000
1886,0,0,0,1886000
1887,0,0,0,1887000
1888,0,3,-0.6,1888000
1889,0,1,-0.2,1889000
1890,0,0,0,1890000
1891,0,0,0,1891000
1892,0,0,0,1892000
1893,0,0,0,1893000
1894,1,0,1,1894000
1895,0,1,-0.2,1895000
1896,1,0,1,1896000
1897,0,0,0,1897000
1898,0,0,0,1898000
1899,0,0,0,1899000
1900,0,0,0,1900000
1901,0,0,0,1901000
1902,0,0,0,1902000
1903,0,0,0,1903000
1904,0,0,0,1904000
1905,0,0,0,1905000
1906,0,0,0,1906000
1907,0,0,0,1907000
1908,0,0,0,1908000
1909,0,0,0,1909000
1910,0,0,0,1910000
1911,0,0,0,1911000
1912,0,0,0,1912000
1913,0,0,0,1913000
1914,0,0,0,1914000
1915,0,0,0,1915000
1916,0,0,0,1916000
1917,0,0,0,1917000
1918,0,0,0,1918000
1919,0,0,0,1919000
1920,1,0,1,1920000
1921,0,1,-0.2,1921000
1922,0,0,0,1922000
1923,0,0,0,1923000
1924,0,0,0,1924000
1925,0,0,0,1925000
1926,0,6,-1.2,1926000
1927,0,1,-0.2,1927000
1928,0,0,0,1928000
1929,0,0,0,1929000
1930,0,1,-0.2,1930000
1931,0,0,0,1931000
1932,0,0,0,1932000
1933,0,0,0,1933000
1934,0,0,0,1934000
1935,0,0,0,1935000
1936,0,0,0,1936000
1937,0,0,0,1937000
1938,0,0,0,1938000
1939,0,0,0,1939000
1940,0,0,0,1940000
1941,0,0,0,1941000
1942,0,0,0,1942000
1943,0,0,0,1943000
1944,0,0,0,1944000
1945,0,0,0,1945000
1946,0,0,0,1946000
1947,0,0,0,1947000
1948,0,0,0,1948000
1949,0,0,0,1949000
1950,0,0,0,1950000
1951,0,0,0,1951000
1952,0,0,0,1952000
1953,0,0,0,1953000
1954,0,0,0,1954000
1955,0,0,0,1955000
1956,0,0,0,1956000
1957,0,0,0,1957000
1958,0,0,0,1958000
1959,0,0,0,1959000
1960,0,0,0,1960000
1961,0,0,0,1961000
1962,0,0,0,1962000
1963,0,0,0,1963000
1964,0,0,0,1964000
1965,0,0,0,1965000
1966,0,0,0,1966000
1967,0,0,0,1967000
1968,0,0,0,1968000
1969,0,0,0,1969000
1970,0,0,0,1970000
1971,0,0,0,1971000
1972,0,0,0,1972000
1973,0,0,0,1973000
1974,0,0,0,1974000
1975,0,0,0,1975000
1976,0,0,0,1976000
1977,0,0,0,1977000
1978,0,0,0,1978000
1979,0,0,0,1979000
1980,0,0,0,1980000
1981,0,0,0,1981000
1982,0,0,0,1982000
1983,1,0,1,1983000
1984,1,0,1,1984000
1985,0,0,0,1985000
1986,0,0,0,1986000
1987,0,1,-0.2,1987000
1988,0,0,0,1988000
1989,0,0,0,1989000
1990,0,0,0,1990000
1991,0,0,0,1991000
1992,0,0,0,1992000
1993,0,0,0,1993000
1994,0,0,0,1994000
1995,0,0,0,1995000
1996,0,0,0,1996000
1997,0,0,0,1997000
1998,0,0,0,1998000
1999,0,0,0,1999000
2000,0,0,0,2000000
2001,0,0,0,2001000
2002,0,0,0,2002000
2003,0,0,0,2003000
2004,0,0,0,2004000
2005,0,0,0,2005000
2006,0,9,-1.8,2006000
2007,0,0,0,2007000
2008,0,0,0,2008000
2009,0,0,0,2009000
2010,0,2,-0.4,2010000
2011,0,0,0,2011000
2012,0,0,0,2012000
2013,0,0,0,2013000
2014,0,0,0,2014000
2015,0,0,0,2015000
2016,0,0,0,2016000
2017,0,0,0,2017000
2018,0,0,0,2018000
2019,0,0,0,2019000
2020,0,0,0,2020000
2021,0,0,0,2021000
2022,0,0,0,2022000
2023,0,0,0,2023000
2024,0,0,0,2024000
2025,0,0,0,2025000
2026,0,0,0,2026000
2027,0,0,0,2027000
2028,0,0,0,2028000
2029,0,0,0,2029000
2030,0,0,0,2030000
2031,0,0,0,2031000
2032,0,0,0,2032000
2033,0,0,0,2033000
2034,0,0,0,2034000
2035,0,0,0,2035000
2036,0,0,0,2036000
2037,0,0,0,2037000
2038,0,0,0,2038000
2039,0,0,0,2039000
2040,0,0,0,2040000
2041,0,0,0,2041000
2042,0,0,0,2042000
2043,0,0,0,2043000
2044,1,0,1,2044000
2045,0,0,0,2045000
2046,0,0,0,2046000
2047,0,0,0,2047000
2048,0,0,0,2048000
2049,0,0,0,2049000
2050,0,0,0,2050000
2051,0,0,0,2051000
2052,0,0,0,2052000
2053,0,0,0,2053000
2054,0,0,0,2054000
2055,0,0,0,2055000
2056,0,0,0,2056000
2057,0,0,0,2057000
2058,0,10,-2,2058000
2059,0,0,0,2059000
2060,0,0,0,2060000
2061,0,0,0,2061000
2062,0,0,0,2062000
2063,0,0,0,2063000
2064,0,0,0,2064000
2065,0,0,0,2065000
2066,0,0,0,2066000
2067,0,0,0,2067000
2068,0,0,0,2068000
2069,0,0,0,2069000
2070,0,0,0,2070000
2071,0,0,0,2071000
2072,0,0,0,2072000
2073,0,0,0,2073000
2074,0,0,0,2074000
2075,0,0,0,2075000
2076,0,0,0,2076000
2077,0,0,0,2077000
2078,0,0,0,2078000
2079,0,0,0,2079000
2080,0,0,0,2080000
2081,0,0,0,2081000
2082,0,0,0,2082000
2083,0,0,0,2083000
2084,0,0,0,2084000
2085,0,0,0,2085000
2086,0,0,0,2086000
2087,0,0,0,2087000
2088,0,0,0,2088000
2089,0,0,0,2089000
2090,0,0,0,2090000
2091,0,0,0,2091000
2092,0,0,0,2092000
2093,0,5,-1,2093000
2094,0,0,0,2094000
2095,0,0,0,2095000
2096,0,0,0,2096000
2097,0,0,0,2097000
2098,0,0,0,2098000
2099,0,0,0,2099000
2100,0,0,0,2100000
2101,0,0,0,2101000
2102,0,0,0,2102000
2103,0,0,0,2103000
2104,0,0,0,2104000
2105,0,0,0,2105000
2106,0,0,0,2106000
2107,0,0,0,2107000
2108,0,0,0,2108000
2109,0,0,0,2109000
2110,0,0,0,2110000
2111,0,0,0,2111000
2112,0,0,0,2112000
2113,0,0,0,2113000
2114,0,0,0,2114000
2115,0,0,0,2115000
2116,0,0,0,2116000
2117,0,0,0,2117000
2118,0,0,0,2118000
2119,0,2,-0.4,2119000
2120,0,0,0,2120000
2121,0,0,0,2121000
2122,0,0,0,2122000
2123,0,0,0,2123000
2124,0,0,0,2124000
2125,0,0,0,2125000
2126,0,0,0,2126000
2127,0,0,0,2127000
2128,0,0,0,2128000
2129,0,0,0,2129000
2130,0,0,0,2130000
2131,0,0,0,2131000
2132,0,0,0,2132000
2133,-1,7,-2.4,2133000
2134,0,0,0,2134000
2135,0,0,0,2135000
2136,0,0,0,2136000
2137,0,0,0,2137000
2138,0,0,0,2138000
2139,1,0,1,2139000
2140,0,0,0,2140000
2141,0,0,0,2141000
2142,0,0,0,2142000
2143,0,0,0,2143000
2144,0,0,0,2144000
2145,0,0,0,2145000
2146,0,0,0,2146000
2147,0,0,0,2147000
2148,0,0,0,2148000
2149,0,0,0,2149000
2150,1,0,1,2150000
2151,0,0,0,2151000
2152,0,0,0,2152000
2153,0,0,0,2153000
2154,0,0,0,2154000
2155,0,0,0,2155000
2156,0,0,0,2156000
2157,0,0,0,2157000
2158,0,0,0,2158000
2159,0,0,0,2159000
2160,0,0,0,2160000
2161,0,0,0,2161000
